iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper,"TP,TN,FP,FN",Human Notes,Random #
BDP2•HB,acetone,509,520,0.04,192000 (509 nm),null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4nlzd,,,0.2571035901
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-52sxb,,,0.2914475927
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x4wbl,,,0.9147670572
Indole derivative (PZ),"H2O/THF (19:1, v/v)",null,400,null,null,"Deep blue-emitting, exact IUPAC name not provided",chemrxiv_10.26434_SLASH_chemrxiv-2024-rp0kc,,,0.7746310781
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-35sv7,,,0.5550639047
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hvjxn,,,0.0506064859
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1wb6b,,,0.3332073847
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2n281,,,0.3287003082
7-((Methylthio)methoxy)-2H-chromen-2-one,DMF,null,null,null,null,"Intermediate in synthesis of compound 4, no spectroscopic data provided for chromophore properties",chemrxiv_10.26434_SLASH_chemrxiv-2024-5vhzx,,,0.5279716332
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g65q5,,,0.7509273347
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fx3g2-v2,,,0.2842548704
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-40z1t,,,0.6337050169
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zb7vk,,,0.7481456611
PbS Quantum Dots,Toluene,930,null,null,null,"Sensitizer in triplet-triplet annihilation upconversion (TTA-UC) process, with tunable absorption spectra spanning the NIR region",chemrxiv_10.26434_SLASH_chemrxiv-2024-h0k05,,,0.8446516565
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s8m73,,,0.321580484
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ds47k,,,0.5657605606
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-q0w1l,,,0.3362584482
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rfzjm-v2,,,0.9497303029
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-47vhg,,,0.5831318724
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rhl1f,,,0.7454720058
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p6wg1,,,0.2766205401
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r5l4k,,,0.4579089759
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3t818,,,0.2938553423
Wing1b,DCM,376,483,0.02,1.5×10^4 (376 nm),CT character in the excited state,chemrxiv_10.26434_SLASH_chemrxiv-2024-nbknv,,,0.621891367
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-03j7v,,,0.9668864445
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g5ft2,,,0.0325509345
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4xdsp,,,0.4887898688
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-573t7,,,0.3253044107
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-7wqj3,,,0.008709267
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1cjfr,,,0.1981740606
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8d2tc,,,0.3722550678
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-712r9,,,0.8370330904
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5tsv7,,,0.1126171497
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9bzms,,,0.5414392287
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mqzjb,,,0.0096183312
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vqk19,,,0.0321530462
ATTO 647N,water,null,null,null,null,"Used for FCS measurement and fluorescence excitation spectroscopy; sensitivity down to sub-molecule regime demonstrated, but no specific chromophore properties (peak absorption/emission, quantum yield) extracted from the text.",chemrxiv_10.26434_SLASH_chemrxiv-2024-rcj48,,,0.1320605732
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d7znt,,,0.338744876
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mn4wm,,,0.0499459484
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1646b-v2,,,0.2197584307
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-chwlj,,,0.2598000178
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hfk3c,,,0.7321622211
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rrbdc,,,0.7246560405
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-79285,,,0.7874449566
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qgr9n-v2,,,0.1961296943
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-16d7c,,,0.8674253612
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1rfzp,,,0.8316757255
L-2,acetonitrile,400,null,0.065,null,Derivatization of L-1 using benzyl bromide for improved solubility in organic media,chemrxiv_10.26434_SLASH_chemrxiv-2024-08dkm-v2,,,0.6664434734
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-v2k12,,,0.4802785527
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p8fz6,,,0.4503737143
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zgn9m,,,0.0278676758
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ks1v5,,,0.7426761913
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5vd8h,,,0.0730676134
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-cxq7c,,,0.164647277
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ftsv3,,,0.9072308829
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-b1nr2,,,0.3272339839
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pknnt,,,0.6373660825
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5mk91-v2,,,0.0531064454
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ncvzn-v2,,,0.1743445457
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4mh7l,,,0.2942755618
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6dzf5,,,0.3551476279
4D,MeOH,782,834,0.131,169700 (782 nm),Deuterated derivative with 14% enhancement in quantum yield and measured in MeOH,chemrxiv_10.26434_SLASH_chemrxiv-2023-c81hj-v2,,,0.953368976
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8jzsp,,,0.6048639175
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3drsr-v2,,,0.1741289923
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-155w8,,,0.1676501629
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mxjqn-v2,,,0.665745832
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-bqd0k,,,0.0072385406
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-49z1z,,,0.1862149062
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-50278,,,0.9481960423
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jm387,,,0.0673758904
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rql38,,,0.310712093
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-0pv2d-v2,,,0.6669408916
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n178z,,,0.37236102
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q9vgn,,,0.0594404992
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sh4gw,,,0.4385321045
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pc33q,,,0.6400751972
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-fd90c,,,0.6797413898
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8bxs3,,,0.0794825123
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1sq4z,,,0.932001383
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9h3mn,,,0.5841689561
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t0x61,,,0.8850814027
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l391z-v2,,,0.7128574189
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-c9crj,,,0.9324914964
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6r5wn,,,0.565200147
[Ru2(bipy)4(CN)4Er2(NO3)4(H2O)4(ox)]⋅5H2O (RuEr),acetonitrile,450,603,0.098,null,Dual emission in visible and NIR ranges,chemrxiv_10.26434_SLASH_chemrxiv-2024-hg1wn,,,0.01650369
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bvvdb-v7,,,0.9888295669
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-435mj,,,0.6936934986
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2qjsl,,,0.8232563375
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zphc4,,,0.9812041291
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gq4gf,,,0.757512664
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-3c4ht,,,0.7430521687
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-nsd13,,,0.7065654795
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z2dlj,,,0.3289186251
XtBuCT,toluene,488,null,1,null,TADF emitter with a cofacial arrangement of the donor and acceptor groups at distances (3.3-3.5 Å),chemrxiv_10.26434_SLASH_chemrxiv-2023-4q2v2,,,0.2341704345
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-x0n2w,,,0.8096244356
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hf343,,,0.7854851433
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3jvf5,,,0.8202996789
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s2w98,,,0.3047812623
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6zc3p-v3,,,0.2789270715
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-v69tq,,,0.1482550353
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f5gb0,,,0.1454411359
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t1sqg,,,0.4750101015
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9b9hj,,,0.859005352
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vsnbb,,,0.919052609
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cpkfk,,,0.1212145844
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-639h9,,,0.2157496333
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b8m32,,,0.5792541527
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jncnf,,,0.8424243527
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-z668v-v2,,,0.2921283804
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x7rkm,,,0.2376393147
failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-wf79n-v2,,,0.2577313671
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lzlmb-v2,,,0.2585886717
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tcnvf,,,0.7945965677
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7hrtg,,,0.3546507976
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lcnx1,,,0.4773754422
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-25jt9,,,0.7179703771
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ft9zg,,,0.3234156673
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlx0q,,,0.9978175692
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0g4sz,,,0.1532499595
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g900w,,,0.2579412551
"1,2-Disubstituted Squaric Acid Derivative (PSQ)",THF,365,null,null,null,Shows aggregation-induced emission feature,chemrxiv_10.26434_SLASH_chemrxiv-2023-31fnx,,,0.3130751622
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4hn4s-v3,,,0.372142764
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sgs1k,,,0.4573587864
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gxvd9-v2,,,0.8742671937
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x7r91,,,0.1234437993
"2-(Diethylamino)-7-bromo-9,9-dimethyl-9H-fluoren-1-yl)ethanone (FR1)",solid-state,null,492,0.7,null,Vibronic signature in emission band,chemrxiv_10.26434_SLASH_chemrxiv-2023-tpp8b,,,0.6595365098
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5z0lq-v2,,,0.763372506
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kb74z,,,0.4711755456
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5s3zt,,,0.5879156003
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-hvx2d-v2,,,0.8056456312
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ch1qj,,,0.9484982893
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-36vjp,,,0.2898419462
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kj4zz-v2,,,0.0368236739
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t09q4,,,0.4121340436
Tb3+ ion,null,null,null,0.98,null,Green color emission useful for various applications including bioimaging,pubmed_11546352,,,0.0048950235
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sdjss,,,0.8359920389
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pzs58,,,0.5140145097
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jhhtl,,,0.4972159704
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vrtp9,,,0.8499604438
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lrh78,,,0.467618803
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dk9sn-v2,,,0.4779429303
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-71mvq,,,0.2906217317
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2ps34-v2,,,0.4992904635
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h2867,,,0.4656563613
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sz6ng,,,0.6709290233
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0167h,,,0.7105440078
TPE-Tz after iEDDA reaction with BCN-OH (TPE-Pz),aqueous mixture,null,419,null,null,Emission enhancement ratio (IAC/IBC) up to 4833,chemrxiv_10.26434_SLASH_chemrxiv-2023-0tz14,,,0.2382815639
2-Bromo-2'-hydroxyacetophenone (oHP),null,252,328,null,6767/3327 (252/328 nm),Minimal shifts across pH range,chemrxiv_10.26434_SLASH_chemrxiv-2023-vchtp,,,0.564805903
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2v3cq,,,0.4317897165
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n0dd9,,,0.7253392183
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-38r3g-v3,,,0.3599175275
Methyl ether 4 (derived from 2a),CH2Cl2,null,null,null,null,No chromic changes with DBU or TFA,chemrxiv_10.26434_SLASH_chemrxiv-2023-7mzbq,,,0.0424450175
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-pg6bx-v2,,,0.2643779488
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-54f89,,,0.4891525975
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9jt28,,,0.2961332672
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tvns0,,,0.2972971823
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7fwxv,,,0.0658872861
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-77rw1,,,0.6066965107
3(c): R = H,toluene,null,495,0.084,21400 (495 nm),Isolated and characterized by X-ray crystallography,chemrxiv_10.26434_SLASH_chemrxiv-2024-2rkzl,,,0.3024340495
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t4ll1,,,0.1162814032
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vm2pz,,,0.1891987619
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k9w3s,,,0.0679297668
"naphtho[2,3-a]pyrene",polymethylmethacrylate (PMMA),460,null,null,null,"Monomer-like emission, high inherent quantum yield",chemrxiv_10.26434_SLASH_chemrxiv-2024-rqzh9,,,0.4164302526
dicyano-p-toluoyl cyanide anion (DCTC−),crystalline melamine,null,600,null,null,"Dominant fluorescence lifetimes are approximately 2 ns, similar to TCNQ in the same host",chemrxiv_10.26434_SLASH_chemrxiv-2023-945vj,,,0.0172685098
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x63k5,,,0.603011104
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7vd9c,,,0.0951431894
"Bis(3-sulfopropyl)-9,9'-biacridine (SPBA)",225 mM NaNO3,null,null,null,"129 (Chloride), 181 (Bromide), 333 (Iodide)",Alternative to lucigenin with lower leakage from liposomes; suitable for longer-term transport studies,chemrxiv_10.26434_SLASH_chemrxiv-2023-r5swm,,,0.6947676924
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-09z3f,,,0.9446195406
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2pjxx-v2,,,0.60597347
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0bcn5,,,0.5849124752
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-l5ztf,,,0.1312755037
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xbgkd,,,0.8399303309
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g0ckg,,,0.8753644892
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4fn8j,,,0.9213792053
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xb06z-v2,,,0.3869686502
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pmkhn,,,0.483367678
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m4f0c,,,0.778639446
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-091mt,,,0.1498858279
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-zrt0b,,,0.847807219
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gngkq,,,0.8961049179
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ml7gd,,,0.5062433325
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wlqgg,,,0.1152918497
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6dnl2,,,0.2877846311
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fz4bl,,,0.0462975993
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fh2r6,,,0.1967140366
1i,NH4HCO3 buffer (pH 8.0),324,395,0,2.3 × 10^4 (395 nm),"Electrophile with PEG-amine linker, faster reaction",chemrxiv_10.26434_SLASH_chemrxiv-2023-83gph,,,0.2097024515
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-88vqk,,,0.0492579716
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z6sks,,,0.130492893
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5ml1l,,,0.9383069079
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x60hm,,,0.8297435322
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-q24pc,,,0.2982106395
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3fbgs,,,0.6806509471
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zncbf,,,0.7835883326
"10-(2,6-dichlorophenyl)-5,15-bis(pentafluorophenyl)benzocorrole",toluene,null,null,null,null,Synthesized with very good yield (81%) but photophysical properties not explicitly stated.,chemrxiv_10.26434_SLASH_chemrxiv-2023-qsh4c,,,0.7506909042
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wttkj,,,0.8330529719
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0mdvs,,,0.0636813352
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4g3xz,,,0.2524935177
DM-BD1,null,null,null,0.28,null,Multilayer D/A/D-based TADF emitter with a double-layer quasi-parallel structure,chemrxiv_10.26434_SLASH_chemrxiv-2023-4q2v2,,,0.048256824
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z41gc,,,0.8174071859
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-fxnlc,,,0.7966506865
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4k222-v3,,,0.621271437
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hmmt5,,,0.2637625034
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fzd0s,,,0.1699572457
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-km73m,,,0.9823635221
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m8dtd,,,0.0145937526
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-8jxvh,,,0.3084173671
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fmbgk,,,0.6046650717
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x4mzr,,,0.5708760186
Red-Halo3,null,532,null,0.25,24600 (590 nm),"brightest probe in red range, improved with mHT mutant",chemrxiv_10.26434_SLASH_chemrxiv-2024-r8h2d,,,0.3120961669
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6xj3m,,,0.8726309182
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9v7s3,,,0.6947330816
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r5t6k,,,0.5369199824
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4tcbv,,,0.9059479374
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ht795,,,0.1927664988
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-jjgl5,,,0.3746316826
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qwnb2,,,0.5758004806
Thiazole Orange (TO),null,null,null,null,null,"Used as hybridization reporter, emits in the green spectral region",chemrxiv_10.26434_SLASH_chemrxiv-2024-8qpw8,,,0.6795996621
Bu2N-TTz-CO2(NPr),Cell Membrane,487,null,null,null,"Voltage sensitivity of ~9% DF/F per 100 mV, stable membrane localization and high photostability",chemrxiv_10.26434_SLASH_chemrxiv-2024-cmpzt,,,0.8524160204
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1nv5r,,,0.0919219125
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-6g0h2,,,0.9445886328
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vpldb,,,0.539932393
BDP-Fc•XB,acetone,512,521,0.06,140500 (512 nm),PET quenching from ferrocene to BODIPY,chemrxiv_10.26434_SLASH_chemrxiv-2023-4nlzd,,,0.1899291039
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-27mjd,,,0.537964548
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tbck9,,,0.6009496097
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-jnt7m-v2,,,0.1214269649
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-88rh7,,,0.5689066239
