iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,comments,paper
2,null,null,460.0,0.13,null,moderately fluorescent in solid state,pubmed_9727735
3,null,null,575.0,0.06,null,"weak phosphorescence in crystals, enhanced emission in amorphous state",pubmed_9727735
null,null,null,null,null,null,null,pubmed_9723149
null,null,null,null,null,null,null,pubmed_9681113
null,null,null,null,null,null,null,pubmed_9720377
null,null,null,null,null,null,null,pubmed_9720136
null,null,null,null,null,null,null,pubmed_9720127
null,null,null,null,null,null,null,pubmed_9694788
null,null,null,null,null,null,null,pubmed_9694683
null,null,null,null,null,null,null,pubmed_9689137
deoxyhemoglobin (Hb),null,null,null,null,null,Key chromophore contributing to tissue classification through absorption features in UV-visible range.,pubmed_9688116
oxyhemoglobin (HbO₂),null,null,null,null,null,Important for distinguishing normal and cancerous tissues via absorption in specific wavelength ranges.,pubmed_9688116
lipid,null,null,null,null,null,Contributes to tissue classification alongside water at NIR wavelengths.,pubmed_9688116
water,null,null,null,null,null,Plays a role in scattering and absorption features across various wavelengths.,pubmed_9688116
null,null,null,null,null,null,null,pubmed_9682806
null,null,null,null,null,null,null,pubmed_9730315
BODIPY 1,THF,505.0,515.0,0.43,null,Fluorescence quantum yield of 0.43 in THF.,pubmed_9696654
BODIPY 2,THF,502.0,525.0,0.02,null,Fluorescence quantum yield of 0.02 in THF.,pubmed_9696654
BODIPY 3,THF,521.0,585.0,0.35,null,Fluorescence quantum yield of 0.35 in THF.,pubmed_9696654
null,null,null,null,null,null,null,pubmed_9696489
null,null,null,null,null,null,null,pubmed_9694053
azathioprine,phosphate buffer (pH 7.0),280.0,null,null,null,UV spectra of AZA showed a maximum at 280 nm before photodegradation.,pubmed_9692341
6-mercaptopurine,phosphate buffer (pH 7.0),322.0,null,null,null,MP showed an absorption band at 322 nm which decreased upon UV irradiation.,pubmed_9692341
1-methyl-4-nitroimidazole,phosphate buffer (pH 7.0),299.0,null,null,null,IMI exhibited an absorption band at 299 nm before photodegradation.,pubmed_9692341
null,null,null,null,null,null,null,pubmed_9692289
11-cis-retinal,null,null,null,null,null,Chromophore of visual pigment capable of absorbing photons of light. Reduced levels in Rbp4−/− mice compared to WT.,pubmed_9768380
A2E,null,null,null,null,null,"Bisretinoid fluorophore, reduced by 76% in Rbp4−/− mice at 4 months of age.",pubmed_9768380
A2-PE,null,null,null,null,null,"Bisretinoid fluorophore, not detected in Rbp4−/− mice at 4 months of age.",pubmed_9768380
A2GPE,null,null,null,null,null,"Bisretinoid fluorophore, reduced levels in Rbp4−/− mice.",pubmed_9768380
null,null,null,null,null,null,null,pubmed_9709163
"4-(4-(Dimethylamino)phenyl)-benzo[4,5]imidazo[1,2-a]pyrimidine-3-carbonitrile",THF,268.0,413.0,0.075,4.8 (268 nm),null,pubmed_9698514
"4-(4-Methoxyphenyl)-benzo[4,5]imidazo[1,2-a]pyrimidine-3-carbonitrile",THF,271.0,312.0,0.02,3.53 (271 nm),null,pubmed_9698514
"4-(Anthracen-9-yl)-benzo[4,5]imidazo[1,2-a]pyrimidine-3-carbonitrile",THF,254.0,327.0,0.0,14.5 (254 nm),null,pubmed_9698514
"4-(4-(Dimethylamino)phenyl)-7,8-difluoro-benzo[4,5]imidazo[1,2-a]pyrimidine-3-carbonitrile",THF,264.0,421.0,0.029,4.12 (264 nm),null,pubmed_9698514
"7,8-Difluoro-4-(4-methoxyphenyl)-benzo[4,5]imidazo[1,2-a]pyrimidine-3-carbonitrile",THF,266.0,280.0,0.01,5.65 (266 nm),null,pubmed_9698514
"4-(Anthracen-9-yl)-7,8-difluoro-benzo[4,5]imidazo[1,2-a]pyrimidine-3-carbonitrile",THF,255.0,323.0,0.04,13.21 (255 nm),null,pubmed_9698514
"bis(1,2,3,7,8-pentamethyl-2,2′-dipyrrolylmeten-9-yl)methane bis(difluoroborate)",benzene,null,583.0,0.87,null,Fluorescence quenched in polar solvents; forms supramolecular complexes with electron-donating solvents.,pubmed_9695564
"bis(1,2,3,7,9-pentamethyl-2,2′-dipyrrolylmeten-8-yl)-(1,2,3,7,8-pentamethyl-2,2′-dipyrrolylmeten-9-yl)methane bis(difluoroborate)",benzene,null,569.0,0.76,null,Fluorescence quenched in polar solvents; forms supramolecular complexes with electron-donating solvents.,pubmed_9695564
"bis(1,2,3,7,9-pentamethyl-2,2′-dipyrrolylmeten-8-yl)methane bis(difluoroborate)",benzene,null,559.0,0.94,null,Fluorescence quenched in polar solvents; forms supramolecular complexes with electron-donating solvents.,pubmed_9695564
null,null,null,null,null,null,null,pubmed_9693870
null,null,null,null,null,null,null,pubmed_9687945
null,null,null,null,null,null,null,pubmed_9675782
null,null,null,null,null,null,null,pubmed_9849303
11-cis-retinal,water,344.0,null,null,null,"The primate blue-sensitive visual pigment (MB) exhibits photochromism in all its intermediates (Batho, BL, and Lumi) at different temperatures, indicating unique photoreaction dynamics.",pubmed_9730847
null,null,null,null,null,null,null,pubmed_9718491
null,null,null,null,null,null,null,pubmed_9696032
null,null,null,null,null,null,null,pubmed_9693484
null,null,null,null,null,null,null,pubmed_9689597
null,null,null,null,null,null,null,pubmed_10149905
AF647,null,null,null,null,null,"Commonly used in SMLM, good performance",pubmed_10100239
Cy5,null,null,null,null,null,"Used in STORM, photoswitching properties",pubmed_10100239
Cy3B,null,null,null,null,null,Part of MemBright palette for STORM imaging,pubmed_10100239
Cy5B,null,null,null,0.69,null,Rigid analogue with improved quantum yield and emission wavelengths,pubmed_10100239
ATTO655,null,null,null,null,null,"Oxazine dye used in dSTORM, photoswitches in presence of oxygen",pubmed_10100239
HMSiR,null,null,null,null,null,Spontaneously blinking rhodamine derivative for live-cell imaging,pubmed_10100239
HEtetTFER,null,null,null,null,null,Green emitting spontaneously blinking fluorophore,pubmed_10100239
HMCR550,null,null,null,null,null,Carbon-bridged rhodamine with spontaneous blinking,pubmed_10100239
ATTO488,null,null,null,null,null,Rhodamines used in various imaging techniques,pubmed_10100239
ATTO565,null,null,null,null,null,Rhodamines used in various imaging techniques,pubmed_10100239
ATTO647N,null,null,null,null,null,Rhodamines used in various imaging techniques,pubmed_10100239
null,null,null,null,null,null,null,pubmed_10098953
null,null,null,null,null,null,null,pubmed_9795815
null,null,null,null,null,null,null,pubmed_9769113
null,null,null,null,null,null,null,pubmed_9730769
null,null,null,null,null,null,null,pubmed_9698540
null,null,null,null,null,null,null,pubmed_9698407
2-para-N-methylpyridinium pyrene,sodium cacodylate buffer,316.0,476.0,null,null,UV/vis titration with ctDNA at pH 7.0,pubmed_9696974
"2,7-bis(para-N-methylpyridinium)pyrene",sodium cacodylate buffer,319.0,526.0,null,null,UV/vis titration with ctDNA at pH 7.0,pubmed_9696974
2-para-pyridinium pyrene,sodium cacodylate buffer,340.0,540.0,null,null,Fluorescence titration with ctDNA at pH 5.0,pubmed_9696974
"2,7-bis(para-pyridinium)pyrene",sodium cacodylate buffer,332.0,418.0,null,null,UV/vis titration with BSA at pH 5.0,pubmed_9696974
2-(Phenyldiazenyl)phenol,DMSO,327.0,559.0,null,null,"Strong fluorescence emission in solution, used in antifungal studies",pubmed_9695727
Di-azo derivative,DMSO,390.0,508.0,null,null,"Strong fluorescence emission in solution, used in antifungal studies",pubmed_9695727
Tris-azo derivative,DMSO,650.0,545.0,null,null,"Strong fluorescence emission in solution, used in antifungal studies",pubmed_9695727
null,null,null,null,null,null,null,pubmed_9693246
null,null,null,null,null,null,null,pubmed_9688752
green_fluorescent_protein,water,null,null,null,58000 (488 nm),null,pubmed_9672098
mCherry,water,null,null,null,72000 (561 nm),null,pubmed_9672098
Malonaldehyde,null,null,null,null,null,The molecule is studied for its excited-state proton transfer reaction. No specific spectroscopic measurements are provided in the paper.,pubmed_9672065
cry2,null,450.0,680.0,0.7,null,CRY2 is a blue-light photoreceptor involved in thermosensory flowering regulation via FLM alternative splicing.,pubmed_9671898
null,null,null,null,null,null,null,pubmed_9671461
null,null,null,null,null,null,null,pubmed_9670593
null,null,null,null,null,null,null,pubmed_9668707
3DPAFIPN,THF,364.0,510.0,0.057,15700 (364 nm),TADF chromophore with blue-shifted absorption and emission,pubmed_10204086
2DPAPhCzDCN,THF,377.0,479.0,0.21,10500 (377 nm),Stronger reductant TADF chromophore derived from 3DPAFIPN,pubmed_10204086
NiPc COF,null,380.0,null,null,null,Displays J-type aggregation with Q bands at 635 and 686 nm despite being referred to as H-aggregates.,pubmed_9891456
DPP-based COF,null,796.0,null,null,null,Absorption red-shifts with increasing particle size; featureless broad peak around 600 nm.,pubmed_9891456
Iodine-doped TANG COF,null,null,null,null,null,"Mid-IR polaron signatures with peaks A and B, lower conductivity due to strong Coulomb binding.",pubmed_9891456
null,null,null,null,null,null,null,pubmed_9791662
null,null,null,null,null,null,null,pubmed_9751257
null,null,null,null,null,null,null,pubmed_9720718
2-(benzo[d]thiazol-2-yl)-2-(oxoindolin-2-ylidene)acetonitrile,DMSO,363.0,null,null,10110 (363 nm),"Used as a probe for Zn²+ detection, shows high photostability",pubmed_9713784
5-methyl-2-(benzo[d]thiazol-2-yl)-2-(oxoindolin-2-ylidene)acetonitrile,DMSO,367.0,null,null,10370 (367 nm),"Used as a probe for Zn²+ detection, shows high photostability",pubmed_9713784
5-methoxy-2-(benzo[d]thiazol-2-yl)-2-(oxoindolin-2-ylidene)acetonitrile,DMSO,376.0,null,null,10260 (376 nm),"Used as a probe for Zn²+ detection, shows high photostability",pubmed_9713784
2-(benzo[d]oxazol-2-yl)-2-(oxoindolin-2-ylidene)acetonitrile,DMSO,357.0,null,null,10900 (357 nm),"Used as a probe for Zn²+ detection, shows high photostability",pubmed_9713784
Ex- DPP1,CH2Cl2,498.0,null,0.88,7.0 × 10^4 (absorption),null,pubmed_9710207
Ex- DPP2,CH2Cl2,537.0,null,0.88,7.0 × 10^4 (absorption),null,pubmed_9710207
null,null,null,null,null,null,null,pubmed_9709484
null,null,null,null,null,null,null,pubmed_9698237
failed,failed,failed,failed,failed,failed,failed,pubmed_9697229
null,null,null,null,null,null,null,pubmed_9696044
null,null,null,null,null,null,null,pubmed_9689461
null,null,null,null,null,null,null,pubmed_9688351
null,null,null,null,null,null,null,pubmed_9686915
null,null,null,null,null,null,null,pubmed_9677255
null,null,null,null,null,null,null,pubmed_9670571
null,null,null,null,null,null,null,pubmed_9670244
null,null,null,null,null,null,null,pubmed_9668811
anthracene,cyclohexane,239.0,null,null,null,Experimental spectrum in cyclohexane at room temperature.,pubmed_10100349
p-terphenyl,null,239.0,null,null,null,Absorption and emission spectra simulated with the VH model using PBE0.,pubmed_10100349
p-quaterphenyl,null,239.0,null,null,null,Absorption and emission spectra simulated with the VH model using PBE0.,pubmed_10100349
failed,failed,failed,failed,failed,failed,failed,pubmed_9835827
null,null,null,null,null,null,null,pubmed_9729880
null,null,null,null,null,null,null,pubmed_9720492
null,null,null,null,null,null,null,pubmed_9710222
Phycoerythrobilin,null,545.0,null,null,null,Green light absorbing chromophore involved in chromatic acclimation,pubmed_9705338
Phycourobilin,null,495.0,null,null,null,Blue light absorbing chromophore involved in chromatic acclimation,pubmed_9705338
null,null,null,null,null,null,null,pubmed_9698184
"5,10,15,20-Tetrakis(pentafluorophenyl)porphyrin",DMF,410.0,null,null,2.47 × 10^5 (Soret band),Monomer form,pubmed_9696963
"Zn(II)-5,10,15,20-Tetrakis(pentafluorophenyl)porphyrin",DMF,419.0,null,null,2.35 × 10^5 (Soret band),Monomer form,pubmed_9696963
PTPPF16-EDA,DMF,421.0,653.0,0.03,null,"Polymer form with N,N'-ethylene crosslinker",pubmed_9696963
PZnTPPF16-EDA,DMF,428.0,607.0,0.018,null,"Polymer form with Zn(II) and N,N'-ethylene crosslinker",pubmed_9696963
failed,failed,failed,failed,failed,failed,failed,pubmed_9696890
null,null,null,null,null,null,null,pubmed_9676394
null,null,null,null,null,null,null,pubmed_9675427
"3,3′,5,5′-tetramethylbenzidine",null,null,null,null,null,Chromophore used in colorimetric sensors for detecting H2O2.,pubmed_9666953
Lucigenin,null,null,null,null,null,Fluorescent indicator for chloride ion sensing via quenching mechanism.,pubmed_9666953
null,null,null,null,null,null,null,pubmed_9664454
null,null,null,null,null,null,null,pubmed_10099667
null,null,null,null,null,null,null,pubmed_9768277
null,null,null,null,null,null,null,pubmed_9709242
null,null,null,null,null,null,null,pubmed_9703974
null,null,null,null,null,null,null,pubmed_9702805
N-Butyl-1H-benzimidazole,THF,271.5,null,null,null,Two absorption peaks observed at 248 nm and 295 nm.,pubmed_9698437
null,null,null,null,null,null,null,pubmed_9696581
null,null,null,null,null,null,null,pubmed_9695965
null,null,null,null,null,null,null,pubmed_9674870
null,null,null,null,null,null,null,pubmed_9663442
null,null,null,null,null,null,null,pubmed_9692916
null,null,null,null,null,null,null,pubmed_9688635
null,null,null,null,null,null,null,pubmed_9697583
null,null,null,null,null,null,null,pubmed_9694933
null,null,null,null,null,null,null,pubmed_9694258
"2-(4-(tert-butyl)phenyl)-6-(9-(4-(tert-butyl)phenyl)-9H-carbazol-3-yl)-1H-benzo[de]isoquinoline-1,3(2H)-dione (CzNI)",toluene,null,null,0.619,null,Highly efficient non-doped OLED material with hybridized local and charge-transfer excited state,pubmed_9653383
"2-(4-(tert-butyl)phenyl)-6-(4-(diphenylamino)phenyl)-1H-benzo[de]isoquinoline-1,3(2H)-dione (TPANI)",toluene,null,null,0.506,null,Endowed with triplet-triplet upconversion capability and ultra-fast mediated high-lying reverse intersystem crossing process,pubmed_9653383
J-aggregate,null,526.86,368.46,0.5,null,Strong coupling observed with silver nanorods,pubmed_11501129
Chlorophyll a,null,656.0,710.0,0.9,null,Strong coupling observed in plasmonic nanostructures,pubmed_11501129
Merocyanine,null,480.0,520.0,0.3,null,Coupling to vacuum fields for chemical reactions,pubmed_11501129
PTA (1-phenyl-2-trimethylsilylacetylene),null,276.67,290.0,0.16,null,Ground-state deprotection under vibrational strong coupling,pubmed_11501129
Acetaldehyde,null,368.46,390.89,0.13,null,Reaction rate decreased under vibrational strong coupling,pubmed_11501129
Propionaldehyde,null,390.89,420.0,0.74,null,Reaction rate decreased under vibrational strong coupling,pubmed_11501129
Acetone,null,420.0,450.0,0.3,null,Reaction rate decreased under vibrational strong coupling,pubmed_11501129
Cyclohexanone,null,450.0,480.0,0.91,null,Reaction rate decreased under vibrational strong coupling,pubmed_11501129
null,null,null,null,null,null,null,pubmed_10030363
null,null,null,null,null,null,null,pubmed_9709942
null,null,null,null,null,null,null,pubmed_9698242
null,null,null,null,null,null,null,pubmed_9695477
null,null,null,null,null,null,null,pubmed_9694308
null,null,null,null,null,null,null,pubmed_9692633
null,null,null,null,null,null,null,pubmed_9691970
null,null,null,null,null,null,null,pubmed_9688949
null,null,null,null,null,null,null,pubmed_9687109
null,null,null,null,null,null,null,pubmed_9686608
null,null,null,null,null,null,null,pubmed_9652950
null,null,null,null,null,null,null,pubmed_9652276
null,null,null,null,null,null,null,pubmed_9652035
failed,failed,failed,failed,failed,failed,failed,pubmed_10099628
null,null,null,null,null,null,null,pubmed_9732449
Flavin adenine dinucleotide,null,null,null,null,null,"FAD serves as the light-absorbing chromophore in FAP, involved in electron transfer processes. The anionic semiquinone state (FAD⋅−) is stabilized without protonation.",pubmed_9729393
5a,CH2Cl2,334.0,590.0,0.67,null,"Multiple absorption peaks at 334, 448, 453 nm",pubmed_9728570
5b,CH2Cl2,333.0,590.0,0.53,null,"Absorption peaks at 333, 418 nm",pubmed_9728570
5c,CH2Cl2,331.0,602.0,0.43,null,Single absorption peak at 331 nm,pubmed_9728570
5d,CH2Cl2,337.0,593.0,0.56,null,"Multiple absorption peaks at 337, 394, 417 nm",pubmed_9728570
6a,CH2Cl2,333.0,593.0,0.6,null,"Multiple absorption peaks at 333, 423, 447 nm",pubmed_9728570
6b,CH2Cl2,322.0,593.0,0.52,null,"Absorption peaks at 322, 428, 449 nm",pubmed_9728570
7a,CH2Cl2,329.0,555.0,0.4,null,Single absorption peak at 329 nm,pubmed_9728570
7b,CH2Cl2,333.0,542.0,0.37,null,Absorption peaks at 333 nm,pubmed_9728570
7c,CH2Cl2,332.0,579.0,0.65,null,Single absorption peak at 332 nm,pubmed_9728570
null,null,null,null,null,null,null,pubmed_9704506
null,null,null,null,null,null,null,pubmed_9698814
null,null,null,null,null,null,null,pubmed_9698758
null,null,null,null,null,null,null,pubmed_9697547
null,null,null,null,null,null,null,pubmed_9695365
null,null,null,null,null,null,null,pubmed_9693569
null,null,null,null,null,null,null,pubmed_9691032
null,null,null,null,null,null,null,pubmed_9688395
null,null,null,null,null,null,null,pubmed_9685590
null,null,null,null,null,null,null,pubmed_9684730
null,null,null,null,null,null,null,pubmed_9684467
null,null,null,null,null,null,null,pubmed_9673094
failed,failed,failed,failed,failed,failed,failed,pubmed_9648000
null,null,null,null,null,null,null,pubmed_10521658
null,null,null,null,null,null,null,pubmed_10098965
failed,failed,failed,failed,failed,failed,failed,pubmed_9754316
null,null,null,null,null,null,null,pubmed_9717728
null,null,null,null,null,null,null,pubmed_9698098
null,null,null,null,null,null,null,pubmed_9696917
null,null,null,null,null,null,null,pubmed_9694764
β82 chromophore,null,770.0,null,null,null,Redshifted due to influence of linker protein L RC1,pubmed_9694638
phycocyanobilin,methanol,404.0,671.0,0.0135,null,quantum yield measured at 672 nm in solid-state,pubmed_9693856
null,null,null,null,null,null,null,pubmed_9687177
null,null,null,null,null,null,null,pubmed_9682361
null,null,null,null,null,null,null,pubmed_9647978
null,null,null,null,null,null,null,pubmed_9645655
DMA,DCM,364.07,null,null,null,Highest λmax due to nitro groups,pubmed_9645233
DMM,DCM,346.19,null,null,null,null,pubmed_9645233
DAM,DCM,348.96,null,null,null,null,pubmed_9645233
DMD,DCM,341.48,null,null,null,null,pubmed_9645233
Compound 1,PBS,782.0,803.0,0.045,195000 (782 nm),Sulfonated analogue of MHI-148,pubmed_9782398
Compound 2,PBS,563.0,641.0,0.221,58000 (563 nm),Keto-polymethine derivative,pubmed_9782398
Compound 3,PBS,793.0,null,0.041,198000 (793 nm),Reacts with glutathione,pubmed_9782398
Compound 4,PBS,562.0,641.0,0.204,56000 (562 nm),Glucosamine conjugate,pubmed_9782398
Compound 5,null,null,null,null,null,null,pubmed_9782398
null,null,null,null,null,null,null,pubmed_9732821
null,null,null,null,null,null,null,pubmed_9730432
null,null,null,null,null,null,null,pubmed_9728512
carbostyril,aqueous buffer,330.0,997.0,1.0,null,Carbostyril chromophore with MOM substituent showing improved Yb(III) sensitization.,pubmed_9706556
null,null,null,null,null,null,null,pubmed_9696078
null,null,null,null,null,null,null,pubmed_9691210
null,null,null,null,null,null,null,pubmed_9691181
null,null,null,null,null,null,null,pubmed_9686966
null,null,null,null,null,null,null,pubmed_9686769
18- Crown-6)stilbene,MeCN,313.0,null,0.0057,null,Chromophore used in photocycloaddition,pubmed_9685742
"18,18′-((1R,2S,3R,4S)-3,4-Diphenylcyclobutane-1,2-diyl)bis(2,3,5,6,8,9,11,12,14,15-decahydrobenzo[b][1,4,7,10,13,16]hexaoxacyclooctadecine)",MeCN,277.0,null,0.0057,null,Isolated photoproduct,pubmed_9685742
Phenanthrene,MeCN,350.0,null,0.0042,null,Formed via photoinduced electrocyclization,pubmed_9685742
null,null,null,null,null,null,null,pubmed_9680023
1-aza-12-crown-4 naphthalene,acetonitrile,315.0,422.0,null,null,Lithium sensor with ratiometric absorbance and fluorescence responses,pubmed_9641676
naphthalene monoimide crown ether,acetonitrile,417.0,521.0,null,null,ICT-type molecule with minimal response to lithium,pubmed_9641676
naphthalene monoimide bromide,acetonitrile,340.0,null,null,null,Control sensor without crown ether,pubmed_9641676
hyperfolder YFP,null,514.0,529.0,0.6,119500,null,pubmed_9718679
monomeric hyperfolder YFP,null,515.0,529.0,0.62,124000,null,pubmed_9718679
large Stokes shift monomeric GFP,null,400.0,510.0,0.48,36900,null,pubmed_9718679
large Stokes shift A12,null,398.0,511.0,0.38,38700,null,pubmed_9718679
null,null,null,null,null,null,null,pubmed_9694611
null,null,null,null,null,null,null,pubmed_9686991
null,null,null,null,null,null,null,pubmed_9640685
null,null,null,null,null,null,null,pubmed_9694904
failed,failed,failed,failed,failed,failed,failed,pubmed_9637289
null,null,null,null,null,null,null,pubmed_9693491
null,null,null,null,null,null,null,pubmed_9676150
"2E,4E)-2,4-Dibenzylidenecyclobutanone",MeCN,341.0,null,null,"38000 (341 nm), 33600 (356 nm)",No fluorescence observed,pubmed_9653593
chlorophyll a,MES buffer,672.0,685.0,null,null,Chlorophyll a in PSII core complexes shows absorption peak at 672 nm and fluorescence peak at 685 nm under control conditions.,pubmed_9638271
pheophytin a,acetone extract,null,673.0,null,null,Pheophytin a fluorescence maximum observed at 673 nm in acetone extracts.,pubmed_9638271
null,null,null,null,null,null,null,pubmed_9637101
rhodamine derivative,null,560.0,580.0,0.91,null,Used as a fluorescent probe for EGFR,pubmed_10952613
fluorescein derivative,null,490.0,520.0,0.95,null,Used as a fluorescent probe for EGFR,pubmed_10952613
DiI,null,647.0,668.0,0.85,null,Lipophilic dye used to label plasma membrane,pubmed_10952613
Alexa 488,null,501.0,530.0,0.92,null,Used as a donor in FRET experiments,pubmed_10952613
null,null,null,null,null,null,null,pubmed_10100385
null,null,null,null,null,null,null,pubmed_10099559
null,null,null,null,null,null,null,pubmed_9672427
null,null,null,null,null,null,null,pubmed_9659040
null,null,null,null,null,null,null,pubmed_9653876
null,null,null,null,null,null,null,pubmed_9638297
all-trans retinal protonated Schiff base,null,690.0,707.0,0.2,129000 (690 nm),Stokes shift of 17 nm and excited state lifetime of 1.1 ns,pubmed_9636224
1s,MeCN,458.0,460.0,0.001,null,Dual-function motor with long-lived PL under certain excitation.,pubmed_9635830
2s,MeCN,448.0,null,null,null,Motor with red-shifted absorption.,pubmed_9635830
3s,MeCN,496.0,null,null,null,Motor with largest 2PA cross-section.,pubmed_9635830
null,null,null,null,null,null,null,pubmed_10209778
null,null,null,null,null,null,null,pubmed_9887668
failed,failed,failed,failed,failed,failed,failed,pubmed_9787633
null,null,null,null,null,null,null,pubmed_9747612
null,null,null,null,null,null,null,pubmed_9692656
null,null,null,null,null,null,null,pubmed_9677427
null,null,null,null,null,null,null,pubmed_9669316
null,null,null,null,null,null,null,pubmed_9657417
null,null,null,null,null,null,null,pubmed_9655186
null,null,null,null,null,null,null,pubmed_9654447
Sumire,50 mM MOPS buffer (pH 7.2) with 50 mM KCl,343.0,414.0,0.7,20 ×10^4 (343 nm),Violet fluorescent protein developed for multi-parameter analysis,pubmed_9633818
VFP0,50 mM MOPS buffer (pH 7.2) with 50 mM KCl,350.0,430.0,0.13,9.9 ×10^3 (350 nm),null,pubmed_9633818
VFP1,50 mM MOPS buffer (pH 7.2) with 50 mM KCl,354.0,410.0,0.13,13 ×10^3 (354 nm),null,pubmed_9633818
VFP2,50 mM MOPS buffer (pH 7.2) with 50 mM KCl,338.0,408.0,0.38,20 ×10^3 (338 nm),null,pubmed_9633818
Sirius,null,355.0,424.0,0.24,15 ×10^3 (355 nm),null,pubmed_9633818
null,null,null,null,null,null,null,pubmed_9633595
null,null,null,null,null,null,null,pubmed_9632789
null,null,null,null,null,null,null,pubmed_9631869
null,null,null,null,null,null,null,pubmed_9630821
null,null,null,null,null,null,null,pubmed_9695381
null,null,null,null,null,null,null,pubmed_9694463
null,null,null,null,null,null,null,pubmed_9688573
null,null,null,null,null,null,null,pubmed_9677431
null,null,null,null,null,null,null,pubmed_9667718
11-cis-Retinal,isopropanol,null,null,null,value (328 nm),"Chromophore involved in vision, forms Schiff base with rhodopsin",pubmed_9659404
All-trans-Retinal,isopropanol,null,null,null,value (328 nm),"Released from rhodopsin after photoactivation, interacts with phosphatidylethanolamine",pubmed_9659404
null,null,null,null,null,null,null,pubmed_9659388
mCerulean3,null,null,474.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
mTurquoise2,null,null,474.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
mT-Sapphire,null,null,511.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
Clover,null,null,516.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
mNeonGreen,null,null,517.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
mAmetrine,null,null,526.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
mKusabiraOrange2,null,null,561.0,null,null,Fluorescent protein expressed in splenocytes from transgenic mice.,pubmed_9656010
mOrange2,null,null,565.0,null,null,Fluorescent protein provided by Andreas Acs and Thomas H. Winkler.,pubmed_9656010
LSS-mOrange,null,null,573.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
mRuby2,null,null,594.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
mBeRFP,null,null,623.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
mKate2,null,null,633.0,null,null,Fluorescent protein provided by Andreas Acs and Thomas H. Winkler.,pubmed_9656010
mCardinal,null,null,658.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
iRFP670,null,null,670.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
NirFP,null,null,670.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
iRFP720,null,null,720.0,null,null,Fluorescent protein expressed in HEK-293T cells.,pubmed_9656010
null,null,null,null,null,null,null,pubmed_9655712
null,null,null,null,null,null,null,pubmed_9654748
null,null,null,null,null,null,null,pubmed_9654252
failed,failed,failed,failed,failed,failed,failed,pubmed_9628521
null,null,null,null,null,null,null,pubmed_9627706
pixantrone,null,null,null,null,null,"Pixantrone is a chromophore derivative used in the study, but no specific spectroscopic measurements are provided for its absorption or emission properties.",pubmed_9769682
null,null,null,null,null,null,null,pubmed_9688356
null,null,null,null,null,null,null,pubmed_9687286
failed,failed,failed,failed,failed,failed,failed,pubmed_9686497
null,null,null,null,null,null,null,pubmed_9670857
null,null,null,null,null,null,null,pubmed_9670295
null,null,null,null,null,null,null,pubmed_9664155
null,null,null,null,null,null,null,pubmed_9659305
null,null,null,null,null,null,null,pubmed_9659160
null,null,null,null,null,null,null,pubmed_9656821
Nile red,methanol,520.0,600.0,null,null,Used for staining microplastics; exhibits solvatochromism.,pubmed_9653731
iDye pink,water,null,null,null,null,Commercial textile dye with strong red fluorescence signals.,pubmed_9653731
iDye blue,water,null,null,null,null,Exhibits weaker fluorescence compared to pink dyes.,pubmed_9653731
Rit pink,water,null,null,null,null,Shows good affinity for various polymers.,pubmed_9653731
Rit blue,water,null,null,null,null,Less effective in staining microplastics.,pubmed_9653731
null,null,null,null,null,null,null,pubmed_9626643
null,null,null,null,null,null,null,pubmed_9626635
null,null,null,null,null,null,null,pubmed_10085931
null,null,null,null,null,null,null,pubmed_9907668
null,null,null,null,null,null,null,pubmed_9869871
BTI,dichloromethane,455.0,null,0.99,22200 (455 nm),High fluorescence efficiency,pubmed_9814739
T1,dichloromethane,508.0,null,1.0,26600 (508 nm),"Fluorescence quenched, singlet oxygen quantum yield close to unity",pubmed_9814739
T2,dichloromethane,513.0,null,1.0,25700 (513 nm),"Fluorescence quenched, singlet oxygen quantum yield close to unity",pubmed_9814739
T3,dichloromethane,571.0,null,0.78,19000 (571 nm),Singlet oxygen quantum yield of 0.78 due to photobleaching,pubmed_9814739
E-Ethyl sinapate,acetonitrile,321.0,null,0.57,null,"high extinction coefficient, UV absorption ~320 nm",pubmed_9814104
Z-Ethyl sinapate,acetonitrile,318.0,null,0.23,null,"high extinction coefficient, UV absorption ~320 nm",pubmed_9814104
null,null,null,null,null,null,null,pubmed_9659913
null,null,null,null,null,null,null,pubmed_9659587
null,null,null,null,null,null,null,pubmed_9659582
null,null,null,null,null,null,null,pubmed_9659240
