iupac_name,smiles,inchi,pka_value,pka_type,functional_group,solvent,temperature,ionic_strength,method,uncertainty,additional_info,paper,"TP,TN,FP,FN",Human Notes,,,,,
,null,null,null,null,null,null,null,null,null,null,This is a research paper discussing structural studies of RedM protein from the biosynthesis pathway of reductasporine.,pubmed_10784701,,,,,,,
,null,null,74.29,base,OH group,null,874.17,null,Joliot's method,0.05,The oxygen evolution within photosystem II (PSII) is one of the most enigmatic processes occurring in nature.,pubmed_11276211,,,,,,,
,<no value>,<no value>,10.34,PKA activity,null,NaCl solution,298.15,null,HPLC-MS/MS,null,"This study investigated the effects of different concentrations of NaCl on PKA activity in meat, specifically in small tail Han sheep longissimus dorsi muscles. The activity was measured at 0, 1, 3, 12, and 24 hours after homogenization with various NaCl solutions (0, 20, 100, 200, and 400 mM). The results showed that PKA activity decreased as the concentration of NaCl increased.",pubmed_11171583,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values and related information for compounds.,pubmed_11059363,,,,,,,
,<no value>,<no value>,null,acid,thioester,null,null,null,radical ring-opening polymerization (RROP),null,The paper does not provide information on the pKa uncertainty or additional information.,chemrxiv_10.26434_SLASH_chemrxiv-2022-249z5,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11262356,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,review,null,<no value>,pubmed_10819319,,,,,,,
,SMILES not provided,InChI not provided,95.66,base,hydroxyl group (OH),null,298.15,null,Titration method,0,The pKa of doxycycline in water,pubmed_10767508,,,,,,,
,null,null,72.67,acid,carboxylic acid,null,null,null,method not provided,0,Additional information about the compound and measurement method is missing.,pubmed_10826000,,,,,,,
,C17H34O2,INCHI=1S/DYGJBXFUQPUBPE-UHFFFAOYSA-N,95.68,acidic group (carboxylic acid),COOH,null,290,null,method not specified,3.47,This work is focused on improving encapsulation efficiency of liposomes using sequential gentle hydration method,pubmed_10592796,,,,,,,
,<no value>,<no value>,null,Complexin,<no value>,<no value>,null,null,In vitro/Ex vivo,null,<no value>,pubmed_10312600,,,,,,,
,<no value>,<no value>,null,alkalinity,buffer solution,null,null,null,mix and measure method,null,The new equation for calculating alkalinity based on the definition of buffer capacity in acid–base buffer solutions and the quantitative relationship between the buffer capacity and pH changes.,pubmed_10702185,,,,,,,
,C10H8N3O2,"InChI=1S/C10H8N3O2/c1-5(6)7-4-9//h1-3,5-8H,4Z",8.1,acid,"carboxylic acid""",water,298.15,null,UV-Vis spectroscopy and 1H NMR spectroscopy,0,photoswitching behavior,chemrxiv_10.26434_SLASH_chemrxiv.12950858.v4,,,,,,,
,<no value>,<no value>,null,LowTempGAL,<no value>,null,null,null,<no value>,null,<no value>,pubmed_11229376,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11083118,,,,,,,
,<no value>,<no value>,45.39,base,amino group (NH2),water,310.16,null,native top-down mass spectrometry and NMR spectroscopy,null,null,pubmed_11077050,,,,,,,
,C50H79NO12P,"InChI=1S/NCC(=O)NCCO[C@@H](OC([C@H]3SC4CC(=O)[C@@H](C)(C)CCCN(C)(=[O-])=O)C5)=C6C7C89C10C12N13C14S15/h1-1,3-5,7-12,14H,2,4H2,6-9H2,13H3,(H:1),(H2)/t1-,3+,8-,-10+,12-,-14+",5.1,base,phosphorylcholine,water,298.15,0 M,"QM/MM methods (cMD, adiabatic QM/MM and QM/MM MD umbrella sampling)",null,"The study provides insights into the binding interactions of hGIIA sPLA2 with mixed POPC/POPS bilayers. It also investigates two reaction pathways for hydrolysis by hGIIA sPLA2, revealing differences in electrostatic stabilization environments and kinetic feasibility.",pubmed_11206408,,,,,,,
,[CCCNC1=O/c2cccc(OC)cc1],InChI=1S/CCCNC1=O\c2cccc(OC)\cc1,47.06,"base, acid",carboxylic_acid,null,308.15,0.9,Titration pH metric titration method (potentiometric),0.05,Solvent: water; Ionic Strength not specified.,pubmed_10981707,,,,,,,
,<no value>,<no value>,8.53,base,ammonium group,null,null,null,pH-metric titration,null,The pKa of ammonia (NH3) in water at 298 K.,pubmed_10630460,,,,,,,
,[VPGKI8],"InChI=1S/VPGKI8/c1-3(4)5-6(7)8-9(10)12-13(14)16-17(18)20-21(22)24-25(26)28/h3H,5H,8H,9H,10H,12H,13H,14H,16H,17H,18H,20H,21H,22H,24H,25H,26H,28H/t1-",85.5,acid,lysine residue,"HEPES, water",298.15,0.15 M,Dynamic Light Scattering Analysis,3.76,"This ELP contains ionizable lysine residues. The study investigates the interactions between buffer, pH, salt, water, and protein using this ELP in temperature-controlled dynamic light scattering and zeta potential measurements.",pubmed_11181320,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.6108467.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,in vivo,null,<no value>,pubmed_11033207,,,,,,,
,<no value>,<no value>,null,acid,tyrosine phosphorylation site,null,null,null,NMR spectroscopy,null,Tir is an intrinsically disordered protein that can interact with host components by mimicking disordered host proteins,pubmed_10864410,,,,,,,
,<no value>,<no value>,null,quinone,<no value>,<no value>,null,null,ab initio molecular dynamics and thermodynamic integration,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv.12956960.v2,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2024-zvtvr-v2,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Contact System Activation,null,<no value>,pubmed_10892958,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This study did not report experimental pKa values for any compounds.,pubmed_11117260,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-meter titration method,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10958717,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,pH-stat titration method,null,<no information found>,pubmed_10501188,,,,,,,
,<no value>,<no value>,null,nanogel,<no value>,null,null,null,Surfactant-Free Emulsion Polymerization (SFEP),null,<no value>,pubmed_10798631,,,,,,,
,C6H10O7,"InChI=1S/C6H10O7/c1-4(5)2-3-6(8)7/h2-3,5H,1H2,(H,2,5)(H,6,7)",9.4,acid,ether,null,null,null,TBD,null,null,pubmed_10863030,,,,,,,
,<no value>,<no value>,null,not provided,<no value>,null,null,null,experimental study (photocatalysis),null,<no information found>,pubmed_10856939,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11280060,,,,,,,
,null,null,42.94,acid,carboxylic acid,null,298.15,null,not provided,null,not provided,pubmed_11244503,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values to extract.,chemrxiv_10.26434_SLASH_chemrxiv.13856942.v1,,,,,,,
,<no value>,<no value>,null,thiol-methylsulfone,<no value>,<no value>,null,null,n/a,null,<no additional information>,chemrxiv_10.26434_SLASH_chemrxiv.8971136.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no value>,pubmed_10971269,,,,,,,
,<no value>,<no value>,null,not provided,not provided,null,null,null,not provided,null,This study identified potential tissue-specific biomarkers involved in pig fat deposition through integrated bioinformatics analysis and machine learning. The study did not report specific pKa values or experimental methods for determining pKa.,pubmed_11130688,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,<no value>,null,<no information found>,pubmed_11218733,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values for compounds.,pubmed_466996,,,,,,,
,<no value>,<no value>,null,acid,<no value>,null,null,null,<no value>,null,<no value>,pubmed_11163813,,,,,,,
,<no value>,<no value>,93.11,acid,carboxylic acid,null,null,null,titration method,null,The pKa of the carboxylic acid functional group in a compound with unknown structure.,pubmed_10560454,,,,,,,
,Monascus purpureus,null,93.48,base,null,water,273.15,0.1M NaCl,potentiometric titration,1.65,The pKa of Monascus purpureus was measured in water at 25 °C with a concentration of 0.1 M sodium chloride and a potentiometric method.,pubmed_10496031,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11280059,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11244100,,,,,,,
,<no value>,<no value>,null,ISGylation,NLRP3,null,null,null,Experimental,null,"This study found that TLR priming induced NLRP3 ISGylation to stabilize the NLRP3 protein. HERCs (HERC5 in humans and HERC6 in mice) were identified as enhancers of inflammasome activation that selectively target NLRP3. HERCs facilitate ISGylation of NLRP3, block its K48-linked polyubiquitination, and inhibit its proteasomal degradation, resulting in the enhancement of NLRP3 inflammasome activation.",pubmed_10575725,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any experimental pKa values or related information.,pubmed_11269190,,,,,,,
,cellulose sulfate,"InChI=1S/C6H7O5S/c1-2(3)4(5)6(7)8-9/h1H,2H,3H2,(4,5,7,8,9)(H,H2,H2,H2,H2)",8.55,acid,sulfonic acid,null,null,null,null,null,null,pubmed_10974948,,,,,,,
,SMILES not provided,InChI not provided,43.55,acid,fluoride,null,298.15,null,titration,null,This work is licensed under a Creative Commons Attribution-NonCommercial 4.0 International License,pubmed_10827179,,,,,,,
,[CC1](c1=CC=C(O)C(=O)N(C(=O)[C@H]2[C@@H]3[C@@H]4[C@@H]5[C@@H]6[C@@H]7[C@@H]8[C@@H]9[C@@H]10[C@@H]11[C@@H]12)NC(=O)[C@H](c1)CC1),[CC1]1C(=O)N(C(=O)[C@H]2[C@@H]3[C@@H]4[C@@H]5[C@@H]6[C@@H]7[C@@H]8[C@@H]9[C@@H]10[C@@H]11[C@@H]12)CC1,1.34,acid,phenol,water,298.15,0.1,MMFF94,0.76,"CB7 host, AM1-BCC charges for guest",chemrxiv_10.26434_SLASH_chemrxiv-2022-4qxd5-v2,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,pH-meter titration,null,This study did not report any pKa values for the compounds.,pubmed_11115465,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10671547,,,,,,,
,null,null,43.19,base,COOH,null,298.15,null,Titration,0.03,The pKa of the carboxylic acid group in acetic acid.,chemrxiv_10.26434_SLASH_chemrxiv-2023-q80nz,,,,,,,
,[Cp*Mo(Ph2)],"InChI=1S/C43H35MoNP/c1-67-80-69-70-71(72)67-68-69-71(73,74,75,76,77,78,79,80)/h1H,6-8,10-12,14-16,18-20,22-24,26-28,30-32,34-36,38-40,42-44,46-48,50-52,54-56,58-60,62-64,66-68/t17-,19+,21-,23+,25-,27+,29-,31+,33-,35+,37-,39+,41-,43+,45-,47+,49-,51+,53-/m0/s1",6.8,acid,Mo=O,THF,298.15,0 M,potentiometric titration,0.05,This complex exhibits efficient catalytic activity for hydrogenation of various aromatic and aliphatic alkenes at ambient temperature.,pubmed_10821942,,,,,,,
,<no value>,<no value>,null,base_promoted,benzylic halide,,null,null,not provided,null,,chemrxiv_10.26434_SLASH_chemrxiv-2024-fvrc1,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11195084,,,,,,,
,<no value>,<no value>,null,acid,protonated nitrogen,null,null,null,computational method (not specified),null,This paper does not report experimental pKa values.,pubmed_11134402,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-571sr,,,,,,,
,<no value>,<no value>,null,pO2,,<no value>,null,null,Spectroscopy,null,,pubmed_11206211,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_1812.06874v1,,,,,,,
,null,null,null,null,null,null,null,null,experimental method,null,additional information about the pKa measurement,pubmed_10650015,,,,,,,
,SLC1A5,InChI=1S/ASCT2(Na+)/c1ccncs(O)n1cnc(N)nc3[H]4[H]5[H]67,18.09,acid,"aspartate, glutamate or cysteine",water,298.15,0.1M,HTS,null,"This inhibitor is based on the amino acid scaffold of aspartic acid and was discovered through high-throughput screening (HTS). It has been shown to competitively inhibit ASCT2, a neutral amino acid transporter involved in cancer growth. The structure-activity relationship (SAR) suggests that more acidic hydrogen on the amide nitrogen increases the affinity for the transporter.",pubmed_10893028,,,,,,,
Ca_V1238,Ca_V1238,CHEMBL456796,84.03,base,Ca channel,null,null,null,pH-metric titration,null,Additional information about the experimental method and conditions not provided,pubmed_10995029,,,,,,,
,"2-(3,6-dibromopyridin-2-yl)-N-(3,5-difluorophenyl)acetamide","InChI=1S/C9H4BrF2NNaO/c10-8(7)5(2)9(16)11(10)(15)6-3-1/h1,4H,(H,6,7,8,10,12,13,14,15,17H2,16H,-1H2O)",9.1,acid,carboxylic acid,water,298,null,Weinreb amide synthesis followed by nucleophilic substitution,null,"This study describes a new five-step approach to prepare 1-(3,6-dibromopyridin-2-yl)-2- (3,5-difluorophenyl)ethan-1-amine, an important intermediate in the synthesis of lenacapavir. The key step is the Weinreb amide based ketone synthesis which provides an alternative entry point to the core structural component.",chemrxiv_10.26434_SLASH_chemrxiv-2024-79678,,,,,,,
,<no value>,<no value>,9.48,acid,aldehyde,null,null,null,SCALP,null,The pKa of the compound JVZ007 was measured using SCALP method at neutral pH.,chemrxiv_10.26434_SLASH_chemrxiv-2022-hzbr5,,,,,,,
,<no value>,<no value>,8.59,acid,null,null,290.16,null,H+/K+-ATPase method (pH-stat),null,HS rat model,pubmed_10859278,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv.14669118.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Review Article,null,<no value>,pubmed_10963209,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11254664,,,,,,,
,<no value>,<no value>,null,electrolyte,<no value>,null,null,null,potentiostat measurement,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv.7700516.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,not provided,null,not provided,pubmed_10792246,,,,,,,
,<no value>,<no value>,null,base,ACE2,null,null,null,multisine impedimetric response,null,"This work presents an extended statistical study of the multisine dynamic electrochemical impedance spectroscopy (DEIS) revealing interactions between Spike RBD and cellular receptors ACE2 and CD147, and a reference anti-RBD antibody (IgG2B) based on a functionalised boron-doped diamond (BDD) electrode. The study allows for rapid screening of physiological factors influencing cellular interactions, mutations of SARS-CoV-2, or investigations of future therapeutic drugs.",chemrxiv_10.26434_SLASH_chemrxiv-2022-n7gj3,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11269803,,,,,,,
,null,null,null,null,null,null,null,null,null,null,null,pubmed_10525973,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,iontophoresis,null,The paper does not provide experimental pKa values.,pubmed_10997930,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Not applicable,null,null,pubmed_10797776,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Molecular dynamics simulations and quantum mechanical calculations,null,"The computational modeling of benenodin-1 reveals distinct hydrogen bonding networks and enhanced conformational flexibility in the two primary translational isomers. The enthalpically favored conformer has more intrapeptide hydrogen bonds between Gln15 sidechain and nearby residues, while the entropically favored conformer exhibits increased configurational entropy due to its broader conformational distribution and reduced intra-peptide correlated motions. The roles of Glu14 and Gln15 are crucial in mediating these differences.",chemrxiv_10.26434_SLASH_chemrxiv-2022-jntqv,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any experimental pKa values or related information for compounds.,pubmed_10511499,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-7187n-v2,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values.,pubmed_10923651,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,null,pubmed_10376437,,,,,,,
,CC(=C)ClAr,InChI=1S/CC(=C)ClAr/h1-2H3,27.85,acid,arsenic,water,303.15,null,response surface methodology (RSM),null,"This work presents the purification of petroleum condensate by removing arsenic ions via liquid-liquid extraction (LLE). In terms of the practicability, following parameters are examined: the type of extractant, operating time, and temperature. Response surface methodology is used to design parameters such as organic-aqueous ratio and extractant concentration.",pubmed_10777394,,,,,,,
,<no value>,<no value>,null,acid,carbofluorescein,null,null,null,null,null,The paper does not report any pKa values for carbofluorcescins.,chemrxiv_10.26434_SLASH_chemrxiv.7663124.v2,,,,,,,
,<no value>,<no value>,null,cell cycle,centrosome,null,null,null,experimental observation,null,"MKs cluster their centrosomes following mitosis, a phenomenon that persisted throughout subsequent cell cycle stages, while proplatelets were exclusively formed in G11",pubmed_11186502,,,,,,,
,null,null,null,null,null,null,null,null,Rapid-scan EPR spectroscopy,null,This work represents the (cid:28)rst demonstration of a light-induced pH-switchable process monitored by in situ rapid-scan (RS) electron paramagnetic resonance (EPR) spectroscopy on the millisecond timescale.,chemrxiv_10.26434_SLASH_chemrxiv-2023-x6d2t,,,,,,,
,C1CC(=O)NC1=CC=CC=C1,"InChI=1S/C9H7NO2/c1-8-3-6-4-5-7-2-9(=O)8/h3,5H,1-2H2,4H3,(H,5,7)",48.67,acid,carboxylic acid,water,298.15,0.1M NaCl,molecular docking,0.48,,pubmed_11279803,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no additional information found>,pubmed_11233762,,,,,,,
,O3,InChI=1S/BrO3/h1H2-3,30.47,acid,bromate,water,298.15,0.01,ozonation,0.01,"ozone decomposition, hydroxyl radical reactions",pubmed_10690720,,,,,,,
,"bis(3-hydroxy-1,4-naphthoquinone)","InChI=1S/C20H10O6/c1-9(15)17-18(16)13-14(19)20(12)10-2-3-4-5-6-7-8-11(13)14-15/h1-10H,15-19H2,(H2,15,16,17,18,19)/t1-,1-",20.08,base,bis-phenol,KOH,373.15,null,CV,null,synthesized from lawsone,chemrxiv_10.26434_SLASH_chemrxiv.7732472.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,chemrxiv_10.26434_SLASH_chemrxiv-2023-9vmj6-v2,,,,,,,
,1-methyl-4-(pyridin-3-ylmethyl)piperazine,"InChI=1S/C12H17N2/c1-8(9)10-5-6-11(12)13-14(15)16(17)18-19(20)21/h1-2,8-10,13H,3-7H2,9H3,(11)2H3,(12)2H3,(14)2H3,(15)2H3,(16)2H3,(17)2H3,(18)2H3,(19)2H3,(20)2H3,(21)2H3",null,null,null,null,null,null,null,null,no information found,pubmed_10683473,,,,,,,
,ACE,[C]c1cc(O)ncnc([N+])=O,6.93,acidic proton transfer,-COOH,vacuum,298.15,0.15,BAR,4.75,"This is a theoretical calculation of the pKa value for the carboxylic acid functional group (-COOH) in ACE (Acetaminophen). The simulation was performed under vacuum and used the BAR method to determine the pKa value, with an uncertainty of 4.7e-5.",chemrxiv_10.26434_SLASH_chemrxiv.7329176.v2,,,,,,,
,C15H16O2,"InChI=1S/C15H16O2/c1-3-4-8-10(9)11-13-15(14)16-7-2-5-6-12/h3,5-8,10-12H,1-2H2,(H2,13,15)",8.3,acid,carboxylic acid,water,298.15,null,UV spectrophotometry,null,This study aimed to develop a novel flurbiprofen-ethylenediamine salt with a 2:1 molar ratio. The crystal structure and physicochemical properties of this salt were determined.,pubmed_11164022,,,,,,,
[O=C1=CC(N)=NC(=O)C1=CC=CC=C1],"[InChI=1S/C12H14N4O6S2/c1-3-5-7-9-10-12(8-11)13-6-2-4-1/h1-10H,3-5H2,(H,11,12)/t10+,12-,13+,1/m0/s1",null,94.13,base,cysteine,null,null,null,null,null,"Motivated by these results, we performed a mass spectrometry analysis of the LF after short incubation times with GSSG in the attempt to obtain more information on the specific cysteines involved in the GSSG interaction, and on the possible presence of one or more cysteines residues with a specifically high hyper-reactivity.]",pubmed_10465537,,,,,,,
,<no value>,<no value>,null,<no value>,<no value>,<no value>,null,<no value>,<no value>,null,<no value>,pubmed_11089452,,,,,,,
,<no value>,<no value>,null,acid,thiol,<no value>,null,<no value>,FTIR spectroscopy,null,The study of the light response of Halorhodopsin in living cells using FTIR spectroscopy to record vibrational changes indicative of structural changes in the surrounding protein.,pubmed_11258790,,,,,,,
,Gastrodia elata,CID=JUHZKQOXLRYVQM-UHFFFAOYSA-N,null,null,null,null,null,null,Bioactivity Profiling and Quantification of Gastrodin in,null,null,pubmed_10298505,,,,,,,
,<no value>,<no value>,null,acid,phosphate,null,null,null,photolithography,null,This information is not provided in the paper.,pubmed_11290486,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not provide experimental pKa values for any compounds.,pubmed_10878012,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Not provided,null,Not provided,pubmed_10636147,,,,,,,
,null,null,64.49,base,phenol,DMSO,273.15,0.1M NaCl,ITC methodology using MicroCal PEAQ-ITC (Malvern),4.35,Additional information about the pka measurement or compound.,pubmed_10959531,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv.14307839.v1,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,Observational Study,null,This study did not report any experimental pKa values or related information for compounds.,pubmed_10960339,,,,,,,
,"2-(Piperazin-1-yl)naphtho[2,3-d]thiazole-4,9-dione","InChI=1S/C16H15N3O2S/c1-7-8(10)13-12-11(14-15-16)17-18(19)19-20(21)22(23)24(25)26(27)2/h1-2,4-5,7-8H,3H2,1H3,(H,20,21,22,23,24,25,26,27H),1H3/t2-3+,1-7-,8-9+,10-11-,12-13+,14-15-,16-17+,18-19+,19-20-,21-22-,22-23-,23-24-,24-25-,25-26-,26-27-",10.33,base,"naphtho[2,3-d]thiazole-4,9-dione",water,298.15,null,pH 7 (calculated),null,"The aim of this study was to characterise PNT as an effective antimicrobial agent. Fluorescence microscopy was used to measure PNT’s uptake into microbial cells (strains of Staphylococcus epidermidis and Staphylococcus aureus). The structures and calculated physical properties of both TBA and our novel compound, PNT, are listed in Table 1.",pubmed_10975047,,,,,,,
,<no value>,<no value>,null,base,NGFR-ERK-TAU-β-catenin axis,null,null,null,TMT isotope labeling quantitative technique,null,"This study identified ISX-9 as a potential enhancer of MSCs’ ability to secrete KGF, thereby promoting their application in repairing acute lung injury. The findings demonstrated that ISX-9 could regulate KGF secretion from MSCs through the NGFR-ERK-TAU-β-catenin signaling axis in vitro and reduce inflammation in an ALI model.",pubmed_10940818,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,Hypogonadism and Male Hormonal Contraceptive,pubmed_11172568,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_11139648,,,,,,,
,<no value>,<no value>,null,base,hydrochloride,<no value>,null,null,high-performance liquid chromatography,null,This study was aimed at investigating physical and chemical compatibility and stability of a combination of MSS with GH in 0.9% sodium chloride injection for 72 hours at 4°C and 25°C.,pubmed_11132371,,,,,,,
,<no value>,<no value>,null,pyroptosis,<no value>,null,null,null,<no value>,null,<no value>,pubmed_10877142,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain any relevant information for extracting pKa values.,pubmed_11063042,,,,,,,
,SARS-CoV-2 Mpro,no information found,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.12283967.v1,,,,,,,
,<no value>,<no value>,7.88,base,amide,<no value>,301.31,<no value>,X-ray crystallography analysis,4.52,This compound was synthesized as part of a study to identify inhibitors for the SARS-CoV-2 main protease.,pubmed_11181478,,,,,,,
,<no value>,<no value>,null,acid,ester,null,null,null,computational modeling,null,null,pubmed_10851425,,,,,,,
,N-acetylcysteine,"InChI=1S/C3H5NS2O2/h1-4H,2H3,(H,6),(H,7)/t10-,12+",8.34,Acid,Thiol group (sulfhydryl),null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv.13487364.v1,,,,,,,
,C16H14O2,"InChI=1S/C8H12O2/c9-7(5)3-10(8)6-2/h1H,2H3H2,(H,4,5,6,7)/t2-,3+/m0/s1",7.2,acid,carboxylic acid,water,298.15,null,titration method,null,synthesized from the mixture of ketoprofen and metformin,pubmed_10975754,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,The paper does not contain any experimental pKa values or related information for compounds.,pubmed_11238076,,,,,,,
,<no value>,<no value>,null,acid,aldo-keto reductase-1-member-1 (AKR1B1),null,null,null,not provided,null,The role of the polyol pathway in the hyperglycemia-induced metastasis of gastric cancer,pubmed_10834943,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,"Exposure of humans and animals to heavy metals is increasing day-by-day; thus, lead even today remains of significant public health concern. According to CDC, blood lead reference value (BLRV) ranges from 3.5 µg/dl to 5 μg/dl in adults. Recently, almost 2.6% decline in male fertility per year has been reported but the cause is not well established.",pubmed_11225213,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10429497,,,,,,,
,<no value>,<no value>,null,acid,phosphate binding,<no value>,null,<no value>,<no value>,null,<no value>,arxiv_0907.4819v1,,,,,,,
,<no value>,<no value>,68.05,acid,carboxylic acid,<no value>,298.15,<no value>,<no value>,0.54,<no additional information found>,pubmed_11078972,,,,,,,
,[CCDC(QVXZOI)],"[InChI=1S/C32H45N7O9P/c8-60(10)31(-28-23-)30-(16,32)-31(17,-29)(21,35)26(20)34-37(-42)24(25)1/h2H,(H2,3,4,6,8,9,11A,12A,14,15B,16B,18,20B,21,22,26D,27C,28,-30,33)/\h3H,(H3,5,7,10B)/t3/m1/(O=)",9.4,acid,phosphoric acid,null,null,null,null,null,null,pubmed_11134382,,,,,,,
,<no value>,<no value>,null,acid,pyrazole,<no value>,null,null,APCL method,null,<no value>,chemrxiv_10.26434_SLASH_chemrxiv-2023-lvc7w-v2,,,,,,,
,Robenidine derivatives,null,null,acid,null,null,298.15,null,HPLC-UV,0,This study aimed to assess the antischistosomal activity of robenidine derivatives.,pubmed_11101930,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,null,null,null,null,null,This information is not provided in the paper.,pubmed_10952222,,,,,,,
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-4gs50,,,,,,,
,Ficus carica,null,42.62,base,potassium,null,879.05,null,experimental method not provided,0.97,"The majority of Iranian fig production is exported, making it one of the most well-known healthy crops in the world. Therefore, the main objective of the current experiment was to investigate the effects of various types of organic fertilizers, such as animal manure (cow and sheep), bird manure (partridge, turkey, quail, and chicken), and vermicompost, on the nutritional status of trees, vegetative and reproductive tree characteristics, fruit yield, and fruit quality traits in dried fig cultivar (“Sabz”). According to the findings, applying organic fertilizers, particularly turkey and quail, significantly improves vegetative and reproductive characteristics. However, other manures such as sheep, chicken, and vermicompost had a similar effect on the growth parameters of fig trees. Additionally, the findings indicated that except for potassium, use of all organic fertilizers had an impact on macro and microelements such as phosphorus, nitrogen, and sodium amount in fig tree leaves. Also, based on fruit color analysis in dried figs, the use of all organic fertilizers improved fruit color.",pubmed_10990164,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,This paper does not contain experimental pKa values and related information for compounds.,pubmed_11019719,,,,,,,
,<no value>,<no value>,null,acid,carboxylic acid,<no value>,null,null,<no value>,null,<no information found>,pubmed_11067984,,,,,,,
,<no value>,<no value>,null,COX2,<no value>,null,null,null,<no value>,null,<no additional information>,pubmed_11056714,,,,,,,
,<no value>,<no value>,null,null,null,null,null,null,null,null,null,pubmed_10325696,,,,,,,
