iupac_name,pka_value,solvent,temperature,functional_group,uncertainty,additional_info,paper,"TP, TN, FP, FN",Human Notes,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qn66k,,,,,,,
null,null,null,null,null,null,null,pubmed_11045606,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xl6w3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-g2ccb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vsfhk,,,,,,,
null,null,null,null,null,null,null,pubmed_11350768,,,,,,,
null,null,null,null,null,null,null,pubmed_11049524,,,,,,,
null,null,null,null,null,null,null,pubmed_11427779,,,,,,,
null,null,null,null,null,null,null,pubmed_10543074,,,,,,,
null,null,null,null,null,null,null,pubmed_10453301,,,,,,,
null,null,null,null,null,null,null,pubmed_11060175,,,,,,,
null,null,null,null,null,null,null,pubmed_10733993,,,,,,,
null,null,null,null,null,null,null,pubmed_10971663,,,,,,,
null,null,null,null,null,null,null,pubmed_11221433,,,,,,,
null,null,null,null,null,null,null,pubmed_11059100,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2xpfq,,,,,,,
null,null,null,null,null,null,null,pubmed_10650154,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4xc02-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-349f5,,,,,,,
null,null,null,null,null,null,null,pubmed_11222430,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-891rw,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vcgnf,,,,,,,
null,null,null,null,null,null,null,pubmed_10991325,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2021-6wksn-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10945501,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nmf04,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2v5l6-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9cw9v,,,,,,,
null,null,null,null,null,null,null,pubmed_10724221,,,,,,,
null,null,null,null,null,null,null,pubmed_10376140,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-crzzq-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r5pwn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p484n,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1kqm3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7p8dl,,,,,,,
null,null,null,null,null,null,null,pubmed_11070968,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wmscl,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jmptn,,,,,,,
null,null,null,null,null,null,null,pubmed_11487169,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s1tf1,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dc48x-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10942401,,,,,,,
null,null,null,null,null,null,null,pubmed_10952255,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-08cj4,,,,,,,
null,null,null,null,null,null,null,pubmed_11209292,,,,,,,
null,null,null,null,null,null,null,pubmed_11255954,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3n05d,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gvppl,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tmvpb,,,,,,,
null,null,null,null,null,null,null,pubmed_10410501,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ppl77-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f0d4h,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kq19w,,,,,,,
null,null,null,null,null,null,null,pubmed_10440728,,,,,,,
null,null,null,null,null,null,null,pubmed_10918817,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-z6966,,,,,,,
null,null,null,null,null,null,null,pubmed_11076283,,,,,,,
null,null,null,null,null,null,null,pubmed_10432482,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m5xqn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-wnx5w,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hmc97,,,,,,,
null,null,null,null,null,null,null,pubmed_10528730,,,,,,,
null,null,null,null,null,null,null,pubmed_10766771,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zms13,,,,,,,
null,null,null,null,null,null,null,pubmed_10654711,,,,,,,
null,null,null,null,null,null,null,pubmed_10815605,,,,,,,
null,null,null,null,null,null,null,pubmed_11099956,,,,,,,
null,null,null,null,null,null,null,pubmed_10997764,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-r8jlg,,,,,,,
null,null,null,null,null,null,null,pubmed_10721311,,,,,,,
null,null,null,null,null,null,null,pubmed_10356834,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-xhmzj-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11100303,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-49mzs,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t7v1b,,,,,,,
null,null,null,null,null,null,null,pubmed_10571912,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-mxnh2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-frllh,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xcwlm,,,,,,,
null,null,null,null,null,null,null,pubmed_11458765,,,,,,,
null,null,null,null,null,null,null,pubmed_11050811,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f52p7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2pjxx-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10975642,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9b0hr,,,,,,,
null,null,null,null,null,null,null,pubmed_10526416,,,,,,,
null,null,null,null,null,null,null,pubmed_10706475,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-18s8z,,,,,,,
null,null,null,null,null,null,null,pubmed_10954996,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d7bj8,,,,,,,
null,null,null,null,null,null,null,pubmed_10951359,,,,,,,
null,null,null,null,null,null,null,pubmed_11317985,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-53kdz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-rrpkw-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10929195,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ps4h1-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11405867,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-30rwb,,,,,,,
null,null,null,null,null,null,null,pubmed_10547901,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dgxlp,,,,,,,
null,null,null,null,null,null,null,pubmed_11044572,,,,,,,
null,null,null,null,null,null,null,pubmed_11252000,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wdbkx,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s8t6s-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10482274,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-18c5k,,,,,,,
null,null,null,null,null,null,null,pubmed_10828601,,,,,,,
null,null,null,null,null,null,null,pubmed_11347014,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vzmm8,,,,,,,
null,null,null,null,null,null,null,pubmed_11481577,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wk00w-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x4rl5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d4cjt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w1jls,,,,,,,
null,null,null,null,null,null,null,pubmed_11372366,,,,,,,
null,null,null,null,null,null,null,pubmed_11372221,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dx2nv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s8z45,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rfkkp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-r636h,,,,,,,
null,null,null,null,null,null,null,pubmed_11193025,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1t74h,,,,,,,
null,null,null,null,null,null,null,pubmed_10832476,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-gjvnc,,,,,,,
null,null,null,null,null,null,null,pubmed_10458163,,,,,,,
null,null,null,null,null,null,null,pubmed_11120530,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-q17mn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1d4ld,,,,,,,
null,null,null,null,null,null,null,pubmed_11021383,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-88szt,,,,,,,
null,null,null,null,null,null,null,pubmed_10621664,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jq0dj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5jnwr,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-91gvl,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lljkf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9308m,,,,,,,
null,null,null,null,null,null,null,pubmed_10990152,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-9l4wm,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w40xh,,,,,,,
null,null,null,null,null,null,null,pubmed_11010256,,,,,,,
null,null,null,null,null,null,null,pubmed_10921405,,,,,,,
null,null,null,null,null,null,null,pubmed_11480989,,,,,,,
null,null,null,null,null,null,null,pubmed_11118284,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pk99f,,,,,,,
null,null,null,null,null,null,null,pubmed_10380633,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vg9h7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k4vjd,,,,,,,
null,null,null,null,null,null,null,pubmed_11372829,,,,,,,
null,null,null,null,null,null,null,pubmed_11484706,,,,,,,
null,null,null,null,null,null,null,pubmed_11106456,,,,,,,
null,null,null,null,null,null,null,pubmed_11235888,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8k18l,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ptff7,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ltf08-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10547445,,,,,,,
null,null,null,null,null,null,null,pubmed_11394570,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v4jvc,,,,,,,
null,null,null,null,null,null,null,pubmed_10385212,,,,,,,
null,null,null,null,null,null,null,pubmed_10728194,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dkvf8,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hjzcr-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11407339,,,,,,,
null,null,null,null,null,null,null,pubmed_10530397,,,,,,,
null,null,null,null,null,null,null,pubmed_10667252,,,,,,,
null,null,null,null,null,null,null,pubmed_11203552,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5ls6h,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-lbtb0,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zbssm-v3,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-80fg1,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-v4hsz,,,,,,,
null,null,null,null,null,null,null,pubmed_11052131,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7d3n6,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-b1krn,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-kmvvw,,,,,,,
null,null,null,null,null,null,null,pubmed_11432064,,,,,,,
null,null,null,null,null,null,null,pubmed_10781632,,,,,,,
null,null,null,null,null,null,null,pubmed_10646516,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3r12t,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4khzz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0fpw3,,,,,,,
null,null,null,null,null,null,null,pubmed_11360783,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bf6lv,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b74fc,,,,,,,
null,null,null,null,null,null,null,pubmed_11359997,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tsfwf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-3wmtp,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-nss4q-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-b7jql,,,,,,,
null,null,null,null,null,null,null,pubmed_10501492,,,,,,,
null,null,null,null,null,null,null,pubmed_10584969,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m9txt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xb492,,,,,,,
null,null,null,null,null,null,null,pubmed_11035426,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-hzk8c,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-p4rvg,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lzgfb-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1bpwh,,,,,,,
null,null,null,null,null,null,null,pubmed_11050296,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mtfrc,,,,,,,
null,null,null,null,null,null,null,pubmed_10598798,,,,,,,
null,null,null,null,null,null,null,pubmed_10454637,,,,,,,
null,null,null,null,null,null,null,pubmed_10641835,,,,,,,
null,null,null,null,null,null,null,pubmed_10848681,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-cg61b-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-7cf61-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10883022,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1jpzc,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-w82kh,,,,,,,
null,null,null,null,null,null,null,pubmed_10918162,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d2d3k,,,,,,,
null,null,null,null,null,null,null,pubmed_11015636,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bf887,,,,,,,
null,null,null,null,null,null,null,pubmed_11208513,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1xhm0,,,,,,,
null,null,null,null,null,null,null,pubmed_11434234,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2gmkj,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2lmv8-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-89cw5,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-fhfbr,,,,,,,
null,null,null,null,null,null,null,pubmed_10996631,,,,,,,
null,null,null,null,null,null,null,pubmed_11466559,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-1qfw8-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-06264-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-f921j-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-s5sbs,,,,,,,
null,null,null,null,null,null,null,pubmed_10604315,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-skgxb,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-60vb6,,,,,,,
null,null,null,null,null,null,null,pubmed_11279461,,,,,,,
null,null,null,null,null,null,null,pubmed_10665690,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-l4fwt,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m6z37,,,,,,,
null,null,null,null,null,null,null,pubmed_11471107,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-h1q45,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0vzrw-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-mk784-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11101222,,,,,,,
null,null,null,null,null,null,null,pubmed_11409498,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w2ps0,,,,,,,
null,null,null,null,null,null,null,pubmed_11036485,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qdcrw,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-1tmqw,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-t2bk9,,,,,,,
null,null,null,null,null,null,null,pubmed_10407848,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4bmwq,,,,,,,
null,null,null,null,null,null,null,pubmed_10803823,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-c8gpf,,,,,,,
null,null,null,null,null,null,null,pubmed_10787780,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-75wd5,,,,,,,
null,null,null,null,null,null,null,pubmed_11207865,,,,,,,
null,null,null,null,null,null,null,pubmed_11342158,,,,,,,
null,null,null,null,null,null,null,pubmed_11360095,,,,,,,
null,null,null,null,null,null,null,pubmed_10945476,,,,,,,
null,null,null,null,null,null,null,pubmed_10817658,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-w1nxz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-20nmh,,,,,,,
null,null,null,null,null,null,null,pubmed_11069560,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-089n1-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_10905996,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-dkr1h,,,,,,,
null,null,null,null,null,null,null,pubmed_11205362,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9p6j7-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10887666,,,,,,,
null,null,null,null,null,null,null,pubmed_10651016,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5v7tx-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11085793,,,,,,,
null,null,null,null,null,null,null,pubmed_11416254,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ztkkz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-h3pkk,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vsf2q,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jx761,,,,,,,
null,null,null,null,null,null,null,pubmed_11030346,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-qfrc0,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dlpcs,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rwq71,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-91j9p,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n0sp5,,,,,,,
null,null,null,null,null,null,null,pubmed_10448171,,,,,,,
null,null,null,null,null,null,null,pubmed_11039796,,,,,,,
null,null,null,null,null,null,null,pubmed_11180745,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-x4b1g,,,,,,,
null,null,null,null,null,null,null,pubmed_10694622,,,,,,,
null,null,null,null,null,null,null,pubmed_11025034,,,,,,,
null,null,null,null,null,null,null,pubmed_10987488,,,,,,,
null,null,null,null,null,null,null,pubmed_10628470,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-m4wtw,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-tcnvf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-xrdt9,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ds47k,,,,,,,
null,null,null,null,null,null,null,pubmed_10963398,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-5db77,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-n4ds3,,,,,,,
null,null,null,null,null,null,null,pubmed_11394983,,,,,,,
null,null,null,null,null,null,null,pubmed_11145499,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-547lt,,,,,,,
null,null,null,null,null,null,null,pubmed_11377324,,,,,,,
null,null,null,null,null,null,null,pubmed_10708176,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jsvm3,,,,,,,
null,null,null,null,null,null,null,pubmed_10673490,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-09wzk,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bkt80,,,,,,,
null,null,null,null,null,null,null,pubmed_10938167,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-5ks97,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-j168d,,,,,,,
null,null,null,null,null,null,null,pubmed_10719232,,,,,,,
null,null,null,null,null,null,null,pubmed_11281723,,,,,,,
null,null,null,null,null,null,null,pubmed_11437098,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-stdjf,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-9n229-v2,,,,,,,
null,null,null,null,null,null,null,pubmed_11313960,,,,,,,
null,null,null,null,null,null,null,pubmed_10619925,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-0ndj5-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-m6zbz,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wdnnd,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nlf00-v3,,,,,,,
null,null,null,null,null,null,null,pubmed_10531797,,,,,,,
null,null,null,null,null,null,null,pubmed_10528074,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vvwn4,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-x779l,,,,,,,
null,null,null,null,null,null,null,pubmed_11173946,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nxrfz,,,,,,,
null,null,null,null,null,null,null,pubmed_10733198,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-p0jpx-v2,,,,,,,
null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vld8w,,,,,,,
