iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
null,null,null,null,null,null,null,null,pubmed_11758423
null,null,null,null,null,null,null,null,pubmed_11758208
null,null,null,null,null,null,null,null,pubmed_11754821
null,null,null,null,null,null,null,null,pubmed_11754164
Indium phosphide,octadecene,594.0,null,0.66,null,null,"InP/ZnSe QDs with ZnSe shell, unoxidized interface",pubmed_11752496
null,null,null,null,null,null,null,null,pubmed_11751403
cobalt-phosphotungstate,null,null,null,null,null,null,Cobalt-functionalized polyoxometalate used as a bulk doping agent and surface cocatalyst on BiVO₄ photoanodes to enhance performance.,pubmed_11744501
terrylene,null,590.0,null,null,null,null,The fluorescence spectra of single terrylene molecules show weak vibronic coupling with Franck-Condon factors ranging from 0.24 to 0.80.,pubmed_11726798
null,null,null,null,null,null,null,null,pubmed_11725848
null,null,null,null,null,null,null,null,pubmed_11723391
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11723368
Methylene Blue,n/a,660.0,685.0,null,null,null,Used to label Lactobacillus cells.,pubmed_11723180
"Poly[2,7-(9,9-dioctyl-fluorene)-alt-5,5-(4,7-di(2-thienyl)-2,1,3-benzothiadiazole)]",null,530.0,649.0,null,null,null,null,pubmed_11722960
null,null,null,null,null,null,null,null,pubmed_11722743
null,null,null,null,null,null,null,null,pubmed_11722677
null,null,null,null,null,null,null,null,pubmed_11722633
null,null,null,null,null,null,null,null,pubmed_11722535
null,null,null,null,null,null,null,null,pubmed_11722370
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11722135
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11721824
null,null,null,null,null,null,null,null,pubmed_11720132
null,null,null,null,null,null,null,null,pubmed_11719955
null,null,null,null,null,null,null,null,pubmed_11719907
fullerene C60,PVP complex,null,null,null,null,null,Water-soluble complex of C60 with PVP showing good absorption intensity in visible region.,pubmed_11713577
compound 1,PVP complex,null,null,null,null,null,Fulleropyrrolidine derivative with absorption at 430 nm and reduction potential of -1.18 V.,pubmed_11713577
compound 2,PVP complex,null,null,null,null,null,Open-cage C60 derivative with absorption peaks at 259 and 325 nm and reduction potential of -1.26 V.,pubmed_11713577
compound 3,PVP complex,null,null,null,null,null,Open-cage C60 derivative with absorption peaks at 254 and 324 nm and reduction potential of -1.06 V.,pubmed_11713577
null,null,null,null,null,null,null,null,pubmed_11708830
null,null,null,null,null,null,null,null,pubmed_11708769
Carboxymethyl lysine (CML),null,295.0,null,null,null,null,Measured at 295 nm in UV-visible spectrophotometry.,pubmed_11704954
Carboxyethyl lysine (CEL),null,null,null,null,null,null,Tentatively identified in the reaction mixture via LC-MS.,pubmed_11704954
null,null,null,null,null,null,null,null,pubmed_11703581
null,null,null,null,null,null,null,null,pubmed_11702303
null,null,null,null,null,null,null,null,pubmed_11701728
null,null,null,null,null,null,null,null,pubmed_11701727
null,null,null,null,null,null,null,null,pubmed_11697036
null,null,null,null,null,null,null,null,pubmed_11686399
null,null,null,null,null,null,null,null,pubmed_11686397
null,null,null,null,null,null,null,null,pubmed_11686383
StilSwitch2,null,null,null,null,null,0.04,Isomerization efficiency lower in protein-bound state; no CRICT state formation observed.,pubmed_11686364
StilSwitch3,null,null,null,null,null,0.04,Highest photoconversion in steady state; small CRICT state formation.,pubmed_11686364
null,null,null,null,null,null,null,null,pubmed_11686344
null,null,null,null,null,null,null,null,pubmed_11686320
null,null,null,null,null,null,null,null,pubmed_11686304
"4-(5-methyl-1,3,4-thiadiazol-2-yl)benzene-1,3-diol",DMSO,318.0,null,null,null,0.586,Fluorescence emission at ~440 nm,pubmed_11686287
Amphotericin B,DMSO,417.0,null,null,null,0.465,Monomeric form,pubmed_11686287
Synergistic mixture (C1 + AmB),DMSO,null,null,null,null,3.171,Emission dominated by C1,pubmed_11686287
null,null,null,null,null,null,null,null,pubmed_11686251
null,null,null,null,null,null,null,null,pubmed_11686239
null,null,null,null,null,null,null,null,pubmed_11686206
null,null,null,null,null,null,null,null,pubmed_11686195
Cu(II)-ethylenediaminetetraacetic acid,sodium sulfate solution,null,null,null,null,null,Heavy metal-organic complex used in recovery experiments.,pubmed_11686174
Ni(II)-ethylenediaminetetraacetic acid,sodium sulfate solution,null,null,null,null,null,Heavy metal-organic complex used in recovery experiments.,pubmed_11686174
Pb(II)-ethylenediaminetetraacetic acid,sodium sulfate solution,null,null,null,null,null,Heavy metal-organic complex used in recovery experiments.,pubmed_11686174
null,null,null,null,null,null,null,null,pubmed_11686167
null,null,null,null,null,null,null,null,pubmed_11686145
tris((pyridin-4-ylmethyl)benzoimidazol-2-ylmethyl)amine,null,null,null,null,null,null,The molecule exhibits a high turnover frequency of 0.0351 s⁻¹ at an overpotential of 300 mV during the oxygen evolution reaction.,pubmed_11686141
monomer 1,H2O/DMF,472.0,503.0,0.0163,null,null,metastable species (1AggI),pubmed_11686131
ZnFe₂O₄,null,null,null,null,null,null,Spinel zinc ferrite used in photocatalyst CZZ for Cr(VI) reduction under sunlight.,pubmed_11686110
CoFe₂O₄,null,null,null,null,null,null,Spinel cobalt ferrite used in photocatalyst CZZ for Cr(VI) reduction under sunlight.,pubmed_11686110
null,null,null,null,null,null,null,null,pubmed_11686080
Yb 3+,null,null,null,null,null,null,Ytterbium ion used as a sensitizer in upconversion nanoparticles.,pubmed_11686062
Er 3+,null,null,null,null,null,null,Erbium ion used as an activator in upconversion nanoparticles.,pubmed_11686062
Tm 3+,null,null,null,null,null,null,Thulium ion used for upconversion emission in the core of nanoparticles.,pubmed_11686062
amorphous organic-hybrid vanadium oxide (AOH-VO),null,null,null,0.82,null,7.8,Amorphous organic-hybrid vanadium oxide with near-barrier-free Zn²+ diffusion,pubmed_11686002
vanadyl ethylene glycolate (VEG),null,null,null,0.61,null,6.3,Crystalline organic-hybrid vanadium oxide framework,pubmed_11686002
"4,5-dimethyl-2-(p-toluenesulfonyl)-3H-rhodamine",null,530.0,590.0,null,null,null,"Rhodamine B was selected due to its optimal spectral overlap with F1²⁺ and superior photophysical properties including high fluorescence quantum yield, light stability, pH insensitivity, and molar extinction coefficient.",pubmed_11685894
null,null,null,null,null,null,null,null,pubmed_11685851
null,null,null,null,null,null,null,null,pubmed_11685807
null,null,null,null,null,null,null,null,pubmed_11685788
null,null,null,null,null,null,null,null,pubmed_11685770
null,null,null,null,null,null,null,null,pubmed_11685767
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11685765
null,null,null,null,null,null,null,null,pubmed_11685726
null,null,null,null,null,null,null,null,pubmed_11685712
null,null,null,null,null,null,null,null,pubmed_11685658
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11685655
null,null,null,null,null,null,null,null,pubmed_11685595
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11685567
null,null,null,null,null,null,null,null,pubmed_11685566
null,null,null,null,null,null,null,null,pubmed_11685564
null,null,null,null,null,null,null,null,pubmed_11685531
"N,N'-didodecyl-3,4,9,10-perylenedicarboximide",chloroform,525.0,535.0,null,null,null,solution measurements; H- and J-like aggregate behavior observed with distinct emission characteristics,pubmed_11685482
"2-(5-(7-(3-ethylthiophen-2-yl)-5,6-difluorobenzo[c][1,2,5]thiadiazol-4-yl)thiophen-2-yl)ethan-1-aminium iodide",null,null,798.0,0.314,null,null,Organic spacer used in 2D/3D perovskite heterostructures to enhance efficiency and passivate defects.,pubmed_11685452
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11685441
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11685401
null,null,null,null,null,null,null,null,pubmed_11685396
null,null,null,null,null,null,null,null,pubmed_11685388
null,null,null,null,null,null,null,null,pubmed_11685381
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11685355
null,null,null,null,null,null,null,null,pubmed_11684712
null,null,null,null,null,null,null,null,pubmed_11684599
zinc oxide nanoflowers,null,350.0,null,null,null,null,Absorption maximum at 350 nm observed via UV-vis spectroscopy.,pubmed_11684297
null,null,null,null,null,null,null,null,pubmed_11684283
null,null,null,null,null,null,null,null,pubmed_11683035
null,null,null,null,null,null,null,null,pubmed_11875478
null,null,null,null,null,null,null,null,pubmed_11855252
methylammonium lead triiodide,null,null,null,null,null,null,"The paper discusses photophysics in perovskite solar cells using Correlation Clustering Imaging (CLIM), but no specific absorption, emission, quantum yield, or molar absorptivity values are provided for individual molecules.",pubmed_11837892
null,null,null,null,null,null,null,null,pubmed_11786862
null,null,null,null,null,null,null,null,pubmed_11769394
null,null,null,null,null,null,null,null,pubmed_11768080
null,null,null,null,null,null,null,null,pubmed_11758209
null,null,null,null,null,null,null,null,pubmed_11723374
null,null,null,null,null,null,null,null,pubmed_11723291
null,null,null,null,null,null,null,null,pubmed_11723236
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11723201
null,null,null,null,null,null,null,null,pubmed_11722195
null,null,null,null,null,null,null,null,pubmed_11722186
null,null,null,null,null,null,null,null,pubmed_11722137
null,null,null,null,null,null,null,null,pubmed_11722040
"azulene-1,3-bis(semicarbazone)",DMSO,331.0,450.0,0.11,6.0e4 (331 nm),null,fluorescence emission at 450 nm upon excitation at 350 nm,pubmed_11721881
"azulene-1,3-bis(thiosemicarbazone)",DMSO,360.0,450.0,0.07,8.0e4 (360 nm),null,fluorescence emission at 450 nm upon excitation at 350 nm,pubmed_11721881
null,null,null,null,null,null,null,null,pubmed_11721867
4-nitroaniline,null,null,null,null,null,null,Adsorption capacity: 4.55 mmol/g,pubmed_11721098
4-chlorophenoxyacetic acid,null,null,null,null,null,null,Adsorption capacity: 3.59 mmol/g,pubmed_11721098
Acid Red 88,null,null,null,null,null,null,Adsorption capacity: 1.09 mmol/g,pubmed_11721098
uranine,null,null,null,null,null,null,Adsorption capacity: 0.59 mmol/g,pubmed_11721098
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11720841
5-fluorouracil,null,null,null,null,null,null,No photophysical data provided for 5-Fluorouracil in this paper.,pubmed_11720676
Doxorubicin,chloroform,480.0,590.0,null,null,null,"Loaded into liposomes, detected via fluorescence at specified wavelengths.",pubmed_11703176
Porphyrin-Phospholipid,chloroform,420.0,670.0,null,null,null,Encapsulated in liposomes for light-triggered drug release.,pubmed_11703176
null,null,null,null,null,null,null,null,pubmed_11879355
null,null,null,null,null,null,null,null,pubmed_11767527
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11767151
null,null,null,null,null,null,null,null,pubmed_11764426
null,null,null,null,null,null,null,null,pubmed_11764275
null,null,null,null,null,null,null,null,pubmed_11762136
anthocyanins,null,null,null,null,null,null,"The paper discusses anthocyanins as pH-responsive molecules but does not provide specific photophysical data such as peak absorption, emission, quantum yield, or molar absorptivity. The effects of nanomaterials on the films' properties are explored, but no detailed photophysical measurements for individual small molecules are reported.",pubmed_11750485
hypericin,DPBS,553.0,604.0,null,null,null,Encapsulated in mixed DPPC/Pluronic F127-B liposomes,pubmed_11740150
null,null,null,null,null,null,null,null,pubmed_11734382
null,null,null,null,null,null,null,null,pubmed_11732330
null,null,null,null,null,null,null,null,pubmed_11732299
null,null,null,null,null,null,null,null,pubmed_11732297
"tris(2,2′-bipyridine-4,4′-disulfonato)ruthenate(II) tetrasodium salt",water,null,620.0,null,null,524.0,Luminescent probe for water conductivity sensing with sensitivity to ionic strength and polymer swelling.,pubmed_11722963
null,null,null,null,null,null,null,null,pubmed_11722694
null,null,null,null,null,null,null,null,pubmed_11722386
null,null,null,null,null,null,null,null,pubmed_11721887
null,null,null,null,null,null,null,null,pubmed_11721746
null,null,null,null,null,null,null,null,pubmed_11721488
null,null,null,null,null,null,null,null,pubmed_11719874
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11682444
null,null,null,null,null,null,null,null,pubmed_11682427
null,null,null,null,null,null,null,null,pubmed_11682424
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11682375
null,null,null,null,null,null,null,null,pubmed_11682353
null,null,null,null,null,null,null,null,pubmed_11682283
null,null,null,null,null,null,null,null,pubmed_11682235
null,null,null,null,null,null,null,null,pubmed_11682199
null,null,null,null,null,null,null,null,pubmed_11682174
null,null,null,null,null,null,null,null,pubmed_11682149
null,null,null,null,null,null,null,null,pubmed_11682118
null,null,null,null,null,null,null,null,pubmed_11682096
"5-(4-nitrophenyl)-1,3,4-thiadiazol-2-amine",isopropanol,346.0,null,null,null,0.4,Dual fluorescence observed in starch/NTA films due to aggregation-induced emission (AIE).,pubmed_11682082
null,null,null,null,null,null,null,null,pubmed_11682077
null,null,null,null,null,null,null,null,pubmed_11682068
null,null,null,null,null,null,null,null,pubmed_11682038
null,null,null,null,null,null,null,null,pubmed_11681675
null,null,null,null,null,null,null,null,pubmed_11681643
null,null,null,null,null,null,null,null,pubmed_11681258
cadmium selenide nanoplatelets,hexane,477.0,506.0,null,null,null,Temperature-dependent photoluminescence study of CdSe nanoplatelets using machine learning approach.,pubmed_11681189
null,null,null,null,null,null,null,null,pubmed_11681160
null,null,null,null,null,null,null,null,pubmed_11681106
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11681088
gingerol,null,null,null,null,null,null,identified via LC–MS analysis,pubmed_11681076
vicenin-2,null,null,null,null,null,null,identified via LC–MS analysis,pubmed_11681076
caffeic acid,null,null,null,null,null,null,identified via LC–MS analysis,pubmed_11681076
quercetin,null,null,null,null,null,null,identified via LC–MS analysis,pubmed_11681076
null,null,null,null,null,null,null,null,pubmed_11681066
magnesium oxide,null,null,null,null,null,null,No relevant photophysical data found in the paper.,pubmed_11680998
iron(III) oxide,null,null,null,null,null,null,No relevant photophysical data found in the paper.,pubmed_11680998
zinc oxide,null,null,null,null,null,null,No relevant photophysical data found in the paper.,pubmed_11680998
methylene blue,water,271.0,null,null,null,null,degraded 98% under sunlight using GOZ-10 nanocomposite,pubmed_11680970
ciprofloxacin,water,271.0,null,null,null,null,degraded 99% under sunlight using GOZ-10 nanocomposite,pubmed_11680970
null,null,null,null,null,null,null,null,pubmed_11680965
null,null,null,null,null,null,null,null,pubmed_11680912
null,null,null,null,null,null,null,null,pubmed_11680890
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11680847
null,null,null,null,null,null,null,null,pubmed_11680823
null,null,null,null,null,null,null,null,pubmed_11680793
null,null,null,null,null,null,null,null,pubmed_11680791
BaFe12O19,null,null,null,null,null,null,Congo Red degradation efficiency of 87.90% under natural sunlight.,pubmed_11680785
null,null,null,null,null,null,null,null,pubmed_11680715
null,null,null,null,null,null,null,null,pubmed_11680679
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11680580
null,null,null,null,null,null,null,null,pubmed_11891451
"tris(2,2'-bipyridine)ruthenium(II)",null,null,null,null,null,null,Enhanced ECL emission by knocking out gold active sites using Cu-Fenton reagent.,pubmed_11878343
9-(diethylamino)-5H-phenoxazin-5-one,water,null,550.0,null,null,null,Nile Red dye used for staining microplastics; fluorescence enhanced by MicroMetaSense platform via plasmonic effects.,pubmed_11877509
null,null,null,null,null,null,null,null,pubmed_11855440
"3,3'-diethyl-9,10-dihydro-9,10-ethanoanthracene-2,6,2',6'-tetracetic acid, tetrasodium salt",PBS,780.0,810.0,null,null,null,Loaded onto black phosphorus nanosheets within niosomes for phototherapy applications,pubmed_11843328
"(8S-cis)-8-amino-1-methyl-4-[(2R)-2-(hydroxymethyl)propionamido]-1H-pyrano[4',5':6,7]indeno[1,2-d]oxepin-3-one",PBS,480.0,520.0,null,null,null,Loaded onto black phosphorus nanosheets within niosomes for phototherapy applications,pubmed_11843328
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11831568
null,null,null,null,null,null,null,null,pubmed_11831435
null,null,null,null,null,null,null,null,pubmed_11826486
null,null,null,null,null,null,null,null,pubmed_11783537
null,null,null,null,null,null,null,null,pubmed_11780589
Pyrylazo,acetonitrile,502.0,null,0.008,39500 (502 nm),null,Fluorescence observed in micellar media; reversible photoinduced proton release.,pubmed_11780562
null,null,null,null,null,null,null,null,pubmed_11769003
null,null,null,null,null,null,null,null,pubmed_11767574
null,null,null,null,null,null,null,null,pubmed_11765397
null,null,null,null,null,null,null,null,pubmed_11763183
null,null,null,null,null,null,null,null,pubmed_11762796
null,null,null,null,null,null,null,null,pubmed_11759055
null,null,null,null,null,null,null,null,pubmed_11751419
"4,4-Difluoro-4-bora-3a,4a-diaza-s-indacene (BODIPY-1b)",THF,496.0,514.0,null,133100 (496 nm),null,Self-assembled H-aggregates with enhanced emission,pubmed_11740828
"4,4-Difluoro-4-bora-3a,4a-diaza-s-indacene (BODIPY-2b)",THF,563.0,591.0,null,115757 (563 nm),null,Self-assembled H-aggregates with enhanced emission,pubmed_11740828
null,null,null,null,null,null,null,null,pubmed_11740137
null,null,null,null,null,null,null,null,pubmed_11740126
carbon monoxide,null,null,null,null,null,null,Theoretical study of CO electronic transitions without experimental data.,pubmed_11736852
OC-6-32)-[Pt(tpy)₂(O₂C-t-Bu)₂,MeCN,263.0,null,null,24.8 L/(mol·cm),null,Electronic absorption spectrum data,pubmed_11734118
OC-6-32)-[Pt(tpy)₂(O₂CMe)₂,MeCN,266.0,null,null,17.3 L/(mol·cm),null,Electronic absorption spectrum data,pubmed_11734118
OC-6-32)-[Pt(tpy)₂(O₂CPh)₂,MeCN,263.0,null,null,25.5 L/(mol·cm),null,Electronic absorption spectrum data,pubmed_11734118
OC-6-32)-[Pt(tpy)₂(O₂CCF₃)₂,MeCN,266.0,null,null,24.0 L/(mol·cm),null,Electronic absorption spectrum data,pubmed_11734118
OC-6-43)-[Pt(tpy)₂(O₂CMe)(O₂C-t-Bu),MeCN,263.0,null,null,23.2 L/(mol·cm),null,Electronic absorption spectrum data,pubmed_11734118
OC-6-43)-[Pt(tpy)₂(O₂CCF₃)(O₂CMe),MeCN,267.0,null,null,19.9 L/(mol·cm),null,Electronic absorption spectrum data,pubmed_11734118
OC-6-43)-[Pt(tpy)₂(O₂CPh)(O₂CMe),MeCN,263.0,null,null,28.2 L/(mol·cm),null,Electronic absorption spectrum data,pubmed_11734118
null,null,null,null,null,null,null,null,pubmed_11730694
Carotenoids,null,475.0,null,null,null,null,Photosynthetic pigments absorbing light in the 400-550 nm range,pubmed_11730080
null,null,null,null,null,null,null,null,pubmed_11726660
indoline donor with Meldrum's acid acceptor,chloroform,590.0,null,null,null,null,DASA with indoline donor and Meldrum's acid acceptor exhibits absorption at 590 nm in chloroform.,pubmed_11726581
N-methylaniline donor with Meldrum's acid acceptor,chloroform,558.0,null,null,null,null,DASA with N-methylaniline donor and Meldrum's acid acceptor exhibits absorption at 558 nm in chloroform.,pubmed_11726581
2-ethylindoline donor with Meldrum's acid acceptor,toluene,590.0,null,null,null,null,DASA with 2-ethylindoline donor and Meldrum's acid acceptor exhibits absorption at 590 nm in toluene.,pubmed_11726581
p-OMe-N-methylaniline donor with Meldrum's acid acceptor,chloroform,564.0,null,null,null,null,DASA with p-OMe-N-methylaniline donor and Meldrum's acid acceptor exhibits absorption at 564 nm in chloroform.,pubmed_11726581
p-F-N-methylaniline donor with Meldrum's acid acceptor,chloroform,558.0,null,null,null,null,DASA with p-F-N-methylaniline donor and Meldrum's acid acceptor exhibits absorption at 558 nm in chloroform.,pubmed_11726581
Meldrum's acid acceptor with indoline donor,toluene,590.0,null,null,null,null,DASA with Meldrum's acid acceptor and indoline donor exhibits absorption at 590 nm in toluene.,pubmed_11726581
"N,N-dimethylbarbituric acid acceptor with indoline donor",toluene,615.0,null,null,null,null,"DASA with N,N-dimethylbarbituric acid acceptor and indoline donor exhibits absorption at 615 nm in toluene.",pubmed_11726581
CF3-pyrazolone acceptor with indoline donor,toluene,680.0,null,null,null,null,DASA with CF3-pyrazolone acceptor and indoline donor exhibits absorption at 680 nm in toluene.,pubmed_11726581
C5–Me substituted DASA with Meldrum's acid acceptor,CH2Cl2,599.0,null,null,null,null,C5–Me substituted DASA with Meldrum's acid acceptor exhibits absorption at 599 nm in CH2Cl2.,pubmed_11726581
"sulfonyl amino DASA with N,N-dimethylbarbituric acid acceptor",CDCl3,640.0,null,null,null,null,"Sulfonyl amino DASA with N,N-dimethylbarbituric acid acceptor exhibits absorption at 640 nm in CDCl3.",pubmed_11726581
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11723234
null,null,null,null,null,null,null,null,pubmed_11722994
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11722670
null,null,null,null,null,null,null,null,pubmed_11722577
null,null,null,null,null,null,null,null,pubmed_11722560
null,null,null,null,null,null,null,null,pubmed_11722415
null,null,null,null,null,null,null,null,pubmed_11722147
poly(CEM 11- b- EHA 7),isooctane,null,null,null,null,null,The polymer is used in separating semiconducting single-walled carbon nanotubes but no specific photophysical data for small molecules is provided.,pubmed_11721876
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11721735
3-sulfopropyl indocarbocyanine,aqueous solution,548.0,560.0,null,1.62e5 (548 nm),null,sCy3 dye with high molar absorption coefficient,pubmed_11721635
3-sulfopropyl indodicarbocyanine,aqueous solution,646.0,660.0,null,2.71e5 (646 nm),null,sCy5 dye with high molar absorption coefficient,pubmed_11721635
null,null,null,null,null,null,null,null,pubmed_11721209
null,null,null,null,null,null,null,null,pubmed_11720724
null,null,null,null,null,null,null,null,pubmed_11720519
null,null,null,null,null,null,null,null,pubmed_11720487
Rhodamine 6G,null,null,553.0,null,null,null,"Emission at 553 nm, part of ratiometric probe.",pubmed_11720474
BSA-stabilized gold nanoparticles,null,null,620.0,null,null,null,"Fluorescence quenched by H2O2, part of ratiometric probe.",pubmed_11720474
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11719977
"2,2′-(((R,S)-propane-1,2-diylbis(azanediyl))bis(methylene))diphenol manganese complex",DMSO,null,null,null,"3000 (276 nm), 2400 (309 nm), 950 (390 nm), 313 (449 nm), 150 (493 nm)",null,"C1 complex with aliphatic bridge, trans configuration",pubmed_11719908
"2,2′-((1,2-phenylenebis(azanediyl))bis(methylene))diphenol manganese complex",DMSO,null,null,null,"13730 (278 nm), 10260 (335 nm), 4085 (436 nm), 577 (522 nm), 247 (566 nm), 153 (616 nm)",null,"C2 complex with aromatic bridge, cis-β configuration",pubmed_11719908
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11703265
null,null,null,null,null,null,null,null,pubmed_11703247
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11687324
null,null,null,null,null,null,null,null,pubmed_11686534
CMF-019,null,null,null,null,null,null,Small molecule agonist targeting apelin receptor,pubmed_11680790
cmpd644,null,null,null,null,null,null,Small molecule agonist targeting apelin receptor,pubmed_11680790
NXE’870,null,null,null,null,null,null,Small molecule agonist targeting apelin receptor,pubmed_11680790
NXE’065,null,null,null,null,null,null,Small molecule agonist targeting apelin receptor,pubmed_11680790
NXE’515,null,null,null,null,null,null,Small molecule agonist targeting apelin receptor,pubmed_11680790
null,null,null,null,null,null,null,null,pubmed_11680636
null,null,null,null,null,null,null,null,pubmed_11680540
null,null,null,null,null,null,null,null,pubmed_11676922
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11674189
null,null,null,null,null,null,null,null,pubmed_11673375
null,null,null,null,null,null,null,null,pubmed_11673365
null,null,null,null,null,null,null,null,pubmed_11671681
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11671467
null,null,null,null,null,null,null,null,pubmed_11650234
null,null,null,null,null,null,null,null,pubmed_11831485
null,null,null,null,null,null,null,null,pubmed_11829251
Pt-CeO2,null,null,null,null,null,null,"Atomic Pt doping in CeO2 leads to increased oxygen vacancy density and lattice mutation, enhancing photoelectric performance.",pubmed_11804805
CuTCPP(Fe),null,null,null,null,null,null,Used in p-n junction with Pt-CeO2 for enhanced charge transfer and photoelectric response.,pubmed_11804805
null,null,null,null,null,null,null,null,pubmed_11783366
null,null,null,null,null,null,null,null,pubmed_11769533
"2',7'-dichlorofluorescein diacetate",null,485.0,530.0,null,null,null,Used for ROS detection,pubmed_11769107
"5,5'-bis(1-carboxysulfonyl) diphenylhexafluorocyclooctatriene",null,480.0,590.0,null,null,null,JC-1 used for mitochondrial membrane potential,pubmed_11769107
Annexin V-FITC,null,494.0,520.0,null,null,null,Used in apoptosis assays,pubmed_11769107
"3,8-diamino-6-phenylphenanthroline iodide",null,536.0,617.0,null,null,null,Propidium Iodide used for cell viability,pubmed_11769107
null,null,null,null,null,null,null,null,pubmed_11763903
null,null,null,null,null,null,null,null,pubmed_11762874
ethylammonium lead iodide,null,null,677.0,0.01,null,37.0,null,pubmed_11752489
null,null,null,null,null,null,null,null,pubmed_11750548
null,null,null,null,null,null,null,null,pubmed_11742595
null,null,null,null,null,null,null,null,pubmed_11740912
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11740385
Z-Disomer of stiff-stilbene-bridged bis-cholesterol,CH2Cl2,340.0,384.0,null,null,null,Light-responsive supramolecular gelator forming gels in mixed solvents,pubmed_11740128
E-Disomer of stiff-stilbene-bridged bis-cholesterol,CH2Cl2,357.0,384.0,null,null,null,Light-responsive supramolecular gelator forming gels in mixed solvents,pubmed_11740128
null,null,null,null,null,null,null,null,pubmed_11740125
null,null,null,null,null,null,null,null,pubmed_11739977
null,null,null,null,null,null,null,null,pubmed_11739961
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11723366
null,null,null,null,null,null,null,null,pubmed_11723163
null,null,null,null,null,null,null,null,pubmed_11723141
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11722732
null,null,null,null,null,null,null,null,pubmed_11722701
CH3CH2NH3BaCl3,null,415.0,null,null,null,null,Absorption at 415 nm,pubmed_11722356
CH3CH2NH3SrCl3,null,null,null,null,null,null,Strontium perovskite with emission peaks around 755-767 nm,pubmed_11722356
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11721796
null,null,null,null,null,null,null,null,pubmed_11721778
unsubstituted [7]helicene,null,263.0,280.0,0.02,null,null,The unsubstituted [7]helicene shows a redshift in EMI and CPL spectra compared to substituted derivatives.,pubmed_11721410
"7,12-dicyano [7]helicene",null,262.0,245.0,0.17,null,null,The introduction of cyano groups enhances the intensity of EMI and CPL spectra by three orders of magnitude.,pubmed_11721410
"7,12-dicyano-3,16-dimethoxy [7]helicene",null,245.0,243.0,0.17,null,null,Further introduction of methoxy groups slightly alters the spectral shape and intensity compared to dicyano derivative.,pubmed_11721410
Indium gallium phosphide quantum dots,null,null,474.0,0.5,null,63.65,"PLQY of ~50%, FWHM of 45~62 nm, blue shift in emission with increasing GaI₃ content",pubmed_11721170
null,null,null,null,null,null,null,null,pubmed_11720823
null,null,null,null,null,null,null,null,pubmed_11720821
null,null,null,null,null,null,null,null,pubmed_11720580
null,null,null,null,null,null,null,null,pubmed_11720183
null,null,null,null,null,null,null,null,pubmed_11720124
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11720060
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11720004
null,null,null,null,null,null,null,null,pubmed_11719928
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11712982
null,null,null,null,null,null,null,null,pubmed_11702035
null,null,null,null,null,null,null,null,pubmed_11694536
null,null,null,null,null,null,null,null,pubmed_11685841
trichloromethane,null,null,null,null,null,null,Chloroform vapor sensor with sensitivity of 0.79 nm ppm⁻¹ and LOD of 3.22 ppm.,pubmed_11671676
null,null,null,null,null,null,null,null,pubmed_11671675
null,null,null,null,null,null,null,null,pubmed_11671672
Polypyrrole,null,null,null,null,null,null,"The paper discusses polypyrrole (PPy) nanowire arrays but does not provide specific photophysical data such as absorption or emission peaks, quantum yield, molar absorptivity, or lifetime.",pubmed_11671463
null,null,null,null,null,null,null,null,pubmed_11671237
null,null,null,null,null,null,null,null,pubmed_11670900
null,null,null,null,null,null,null,null,pubmed_11670492
null,null,null,null,null,null,null,null,pubmed_11670377
null,null,null,null,null,null,null,null,pubmed_11670363
