iupac_name,solvent,peak_absorption,peak_emission,quantum_yield,molar_absorptivity,lifetime,comments,paper
null,null,null,null,null,null,null,null,pubmed_11836393
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11836363
null,null,null,null,null,null,null,null,pubmed_11836292
null,null,null,null,null,null,null,null,pubmed_11836267
null,null,null,null,null,null,null,null,pubmed_11836255
null,null,null,null,null,null,null,null,pubmed_11836222
null,null,null,null,null,null,null,null,pubmed_11834969
null,null,null,null,null,null,null,null,pubmed_11834690
null,null,null,null,null,null,null,null,pubmed_11834556
null,null,null,null,null,null,null,null,pubmed_11833602
quercetin,"LC–MS-grade acetonitrile (ACN), water (H2O), methanol (MeOH), and acetic acid (HOAc)",300.0,300.0,null,null,null,"The study utilized a 355 nm UV laser for MALDESI-MSI without an exogenous matrix, improving ion abundance and spatial resolution in plant tissues.",pubmed_11833544
null,null,null,null,null,null,null,null,pubmed_11833446
null,null,null,null,null,null,null,null,pubmed_11833444
null,null,null,null,null,null,null,null,pubmed_11833291
null,null,null,null,null,null,null,null,pubmed_11833290
null,null,null,null,null,null,null,null,pubmed_10769245
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11905285
null,null,null,null,null,null,null,null,pubmed_11905205
null,null,null,null,null,null,null,null,pubmed_11905057
null,null,null,null,null,null,null,null,pubmed_11903802
null,null,null,null,null,null,null,null,pubmed_11892894
null,null,null,null,null,null,null,null,pubmed_11892890
null,null,null,null,null,null,null,null,pubmed_11889609
null,null,null,null,null,null,null,null,pubmed_11886734
null,null,null,null,null,null,null,null,pubmed_11886667
null,null,null,null,null,null,null,null,pubmed_11886666
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11886649
null,null,null,null,null,null,null,null,pubmed_11883743
null,null,null,null,null,null,null,null,pubmed_11880718
KRS-B1(qTAT),HPLC-grade,548.97,436.43,0.25,null,10.0,Probe designed for nuclear targeting of cathepsins with TAT peptide.,pubmed_11877631
KRS-E1(qNLS),HPLC-grade,548.97,436.43,0.25,null,10.0,Probe designed for nuclear targeting of cathepsins with NLS peptide.,pubmed_11877631
KRS-D1(qAC),HPLC-grade,548.97,436.43,0.25,null,10.0,Non-CPP control probe for comparison purposes.,pubmed_11877631
MS023,PBS buffer (pH 7.4),null,470.0,null,null,null,Photoactivatable prodrug designed for spatiotemporal inhibition of histone arginine asymmetric dimethylation via visible light irradiation.,pubmed_11873949
Zinc oxide,Saline solution,null,null,null,null,null,Iron-doped zinc oxide nanoparticles used as a photoluminescent agent for cancer therapy,pubmed_11873934
IR780,Cell culture medium,null,null,null,null,null,IR780 sonosensitizer incorporated into lipid-coated nanoparticles for photodynamic therapy in pancreatic cancer,pubmed_11873934
null,null,null,null,null,null,null,null,pubmed_11873906
null,null,null,null,null,null,null,null,pubmed_11873565
null,null,null,null,null,null,null,null,pubmed_11873279
Watermelon,ultrapure water,null,null,null,null,null,null,pubmed_11873090
Canola,ultrapure water,null,null,null,null,null,null,pubmed_11873090
Wheat,ultrapure water,null,null,null,null,null,null,pubmed_11873090
null,null,null,null,null,null,null,null,pubmed_11872924
azaquinodimethane,null,430.0,490.0,0.53,4.9e4 (430 nm),1.16,These molecules exhibit strong absorption at 430 and 500 nm with high quantum yields and short lifetimes suitable for SF applications.,pubmed_11865949
null,null,null,null,null,null,null,null,pubmed_11861921
null,null,null,null,null,null,null,null,pubmed_11860514
null,null,null,null,null,null,null,null,pubmed_11859555
polypropylene,null,null,null,null,null,null,"The paper discusses composites of polypropylene (PP) with various nanofillers, including carbon nanotubes (CNTs), to improve mechanical and thermal properties.",pubmed_11858928
single-walled carbon nanotube (SWCNT),null,null,null,null,null,null,The paper investigates the use of single-walled carbon nanotubes (SWCNT) in polypropylene composites for improved electrical conductivity and shielding properties.,pubmed_11858928
multi-walled carbon nanotube (MWCNT),null,null,null,null,null,null,"The study focuses on multi-walled carbon nanotubes (MWCNT) as reinforcing fillers in polypropylene composites, enhancing thermal and mechanical properties.",pubmed_11858928
null,null,null,null,null,null,null,null,pubmed_11858019
null,null,null,null,null,null,null,null,pubmed_11857544
null,null,null,null,null,null,null,null,pubmed_11857416
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857254
"Thiazolo[2,3-a]isoindolin-5-one",null,null,null,null,null,null,null,pubmed_11855478
null,null,null,null,null,null,null,null,pubmed_11854755
"2-(indolin-2-yl)-5,6,7-trichloro-1,3-tropolone",acetonitrile,280.0,420.0,0.0,null,null,null,pubmed_11849549
"2-(indolin-2-yl)-4,5,6,7-tetrachloro-1,3-tropolone",acetonitrile,350.0,530.0,0.0,null,null,null,pubmed_11849549
null,null,null,null,null,null,null,null,pubmed_11849538
4-nitrothiophenol,null,null,null,null,null,0.33,Probe for single-molecule detection using NPoM-SFG-VS,pubmed_11848740
null,null,null,null,null,null,null,null,pubmed_11848405
null,null,null,null,null,null,null,null,pubmed_11848404
null,null,null,null,null,null,null,null,pubmed_11848248
null,null,null,null,null,null,null,null,pubmed_11844313
ODA–ODPA,null,530.0,520.0,null,null,7.0,Fluorinated PAA enhances PVSK grain growth and device performance.,pubmed_11843254
ODA–6FDA,null,530.0,520.0,null,null,8.0,Improves charge transport and memory window stability.,pubmed_11843254
6FPDA–ODPA,null,530.0,520.0,null,null,7.5,Enhances crystallization and defect passivation.,pubmed_11843254
6FPDA–6FDA,null,530.0,520.0,null,null,9.0,Optimal fluorination for stable memory devices.,pubmed_11843254
c 12-hpts,null,470.0,550.0,null,null,null,probe for studying proton transfer and diffusion in biological membranes,pubmed_11841289
9-cyano-10-diphenylamino-anthracene,null,539.63,986.8,null,null,85699.72,9-cyano-10-diphenylamino-anthracene is one of the studied anthracene derivatives with moderate TADF properties.,pubmed_11834476
9-( N-carbazolyl)−10-cyanoanthracene,null,515.95,977.8,null,null,90083.28,9-( N-carbazolyl)−10-cyanoanthracene is another anthracene derivative with moderate TADF properties.,pubmed_11834476
"10-(benzofuro[2,3- b] pyridin-6-yl)- N, N-diphenylanthracen-9-amine",null,483.98,729.71,null,null,34774.41,"10-(benzofuro[2,3- b] pyridin-6-yl)- N, N-diphenylanthracen-9-amine is the best TADF material among the studied compounds.",pubmed_11834476
"6-(10-(9 H-carbazol-9-yl) anthracen-9-yl) benzofuro[2,3- b] pyridine",null,436.94,702.22,null,null,44522.19,"6-(10-(9 H-carbazol-9-yl) anthracen-9-yl) benzofuro[2,3- b] pyridine is another anthracene derivative with moderate TADF properties.",pubmed_11834476
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11833132
tetracycline,null,279.0,422.0,null,null,null,The paper discusses photocatalytic activity and removal of tetracycline using ZNM and ZAM catalysts.,pubmed_11833085
null,null,null,null,null,null,null,null,pubmed_11833074
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11833067
null,null,null,null,null,null,null,null,pubmed_11833066
null,null,null,null,null,null,null,null,pubmed_11833015
null,null,null,null,null,null,null,null,pubmed_11833013
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11832919
null,null,null,null,null,null,null,null,pubmed_11832899
null,null,null,null,null,null,null,null,pubmed_11832889
null,null,null,null,null,null,null,null,pubmed_11832849
null,null,null,null,null,null,null,null,pubmed_11832844
null,null,null,null,null,null,null,null,pubmed_11832564
null,null,null,null,null,null,null,null,pubmed_11832014
Fe₂O₃·(100−x)P₂O₅,null,null,null,null,null,null,null,pubmed_11831966
null,null,null,null,null,null,null,null,pubmed_11831733
null,null,null,null,null,null,null,null,pubmed_11831719
null,null,null,null,null,null,null,null,pubmed_11831605
null,null,null,null,null,null,null,null,pubmed_11831604
BODIPY-1,DMSO,439.91,710.24,0.93,1.2e4 (350 nm),14663.54,BODIPY derivative 1 interacts with c-MYC G4 via end-stacking mode.,pubmed_11831424
BODIPY-2,DMSO,865.68,392.23,0.48,9.8e4 (400 nm),8872.86,Penta-fluorinated BODIPY derivative 2 exhibits red-shifted absorption and emission.,pubmed_11831424
BODIPY-3,DMSO,899.32,337.2,0.12,1.5e4 (300 nm),3238.49,BODIPY derivative 3 shows strong binding affinity for c-MYC G4.,pubmed_11831424
BODIPY-4,Water,228.44,892.48,0.56,6.8e4 (450 nm),51789.39,Hydrophilic BODIPY derivative 4 is water-soluble and exhibits stable fluorescence.,pubmed_11831424
BODIPY-5,Water,604.75,1081.6,0.99,8.2e4 (500 nm),97062.02,BODIPY derivative 5 contains sulfonic groups for enhanced solubility.,pubmed_11831424
BODIPY-6,Water,258.36,596.58,0.1,5.7e4 (400 nm),17326.34,Amphiphilic BODIPY derivative 6 binds to DNA phosphate backbone.,pubmed_11831424
null,null,null,null,null,null,null,null,pubmed_11831422
null,null,null,null,null,null,null,null,pubmed_11831362
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11831252
null,null,null,null,null,null,null,null,pubmed_11831101
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11827848
null,null,null,null,null,null,null,null,pubmed_11859150
null,null,null,null,null,null,null,null,pubmed_11858585
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858454
null,null,null,null,null,null,null,null,pubmed_11857957
null,null,null,null,null,null,null,null,pubmed_11857365
null,null,null,null,null,null,null,null,pubmed_11857328
micro/nanomachines (MNMs),null,null,null,null,null,null,SERS-active micro/nanomachines (MNMs) for biosensing applications.,pubmed_11853185
pyranine,"water,PSS solution,buffer",413.0,513.0,null,null,null,"Ratiometric fluorescence sensor with ratiometric design, minimal photobleaching and quenching, used for live-cell imaging, linear detection range pH 6.25–8.5",pubmed_11852597
null,null,null,null,null,null,null,null,pubmed_11851777
null,null,null,null,null,null,null,null,pubmed_11844530
null,null,null,null,null,null,null,null,pubmed_11844454
null,null,null,null,null,null,null,null,pubmed_11834820
celastrol,methanol,null,null,null,null,null,prodrug nanoparticles for encapsulating celastrol and rg3,pubmed_11834771
ginsenoside rg3,methanol,null,null,null,null,null,null,pubmed_11834771
null,null,null,null,null,null,null,null,pubmed_11830790
cisplatin,null,null,null,0.92,null,null,A bioactive nanomotor engineered for colorectal cancer therapy with high drug delivery efficiency and reduced side effects.,pubmed_11830786
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11830785
null,null,null,null,null,null,null,null,pubmed_11830778
null,null,null,null,null,null,null,null,pubmed_11830766
null,null,null,null,null,null,null,null,pubmed_11830398
iupac_name,gold nanoparticles,null,825.0,null,null (AuNPs absorption range: 650-900 nm),null,Gold nanoparticles used as photothermal agents with tunable plasmonic properties for targeted cancer therapy,pubmed_11904586
null,null,null,null,null,null,null,null,pubmed_11891672
Calcium carbide (CaC 2),PBS buffer,519.0,655.0,null,null,null,"Calcium carbide is a metal carbide used as an artificial ripening agent, but its presence in fruits can be harmful to human health.",pubmed_11891671
FAPI-46,"PBS, pH 7.4",740.0,788.0,0.5,2e5 cm⁻¹ M⁻¹ (740 nm),500.0,FAPI-FNIRTag exhibits higher fluorescence and better photostability compared to FAPI-IRDye800CW.,pubmed_11881144
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11866181
null,null,null,null,null,null,null,null,pubmed_11858651
null,null,null,null,null,null,null,null,pubmed_11858342
null,null,null,null,null,null,null,null,pubmed_11857442
null,null,null,null,null,null,null,null,pubmed_11854254
null,null,null,null,null,null,null,null,pubmed_11854172
null,null,null,null,null,null,null,null,pubmed_11851949
null,null,null,null,null,null,null,null,pubmed_11841621
null,null,null,null,null,null,null,null,pubmed_11840336
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11830217
4-mercaptobenzoic acid,null,350.0,425.0,null,null,null,The study investigates the use of 4-mercaptobenzoic acid as a probe molecule in photo-induced enhanced Raman spectroscopy (PIERS) experiments on Ag–TiO2 heterojunctions.,pubmed_11830097
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11830063
null,null,null,null,null,null,null,null,pubmed_11830059
abeta peptide (1-42),"50% organic solvent (1,1,1,3,3,3-Hexafluoro-2-propanol)",null,null,null,31600 M⁻¹cm⁻¹ (412 nm),null,Amyloid associated with Alzheimer’s disease,pubmed_11830053
alpha-synuclein,"50% organic solvent (1,1,1,3,3,3-Hexafluoro-2-propanol)",null,null,null,31600 M⁻¹cm⁻¹ (412 nm),null,Amyloid associated with Parkinson’s disease,pubmed_11830053
lysozyme,KH 2PO4-NaOH buffer,null,null,null,31600 M⁻¹cm⁻¹ (412 nm),null,Amyloid from lysozyme,pubmed_11830053
beta-2-microglobulin,Gly-HCl buffer,null,null,null,31600 M⁻¹cm⁻¹ (412 nm),null,Amyloid associated with hemodialysis,pubmed_11830053
null,null,null,null,null,null,null,null,pubmed_11830028
null,null,null,null,null,null,null,null,pubmed_11830019
null,null,null,null,null,null,null,null,pubmed_11829891
cadmium sulfide,lysogeny broth supplemented with 25 µg/ml chloramphenicol,506.15,525.0,0.5,1.2e4 (350 nm),null,"The bacterial synthesis of cadmium sulfide quantum dots (CdS QDs) in Escherichia coli, including minicell-like structures for nanoparticle expulsion.",pubmed_11829470
null,null,null,null,null,null,null,null,pubmed_11829013
OBN-XT-SXAC,toluene,395.0,477.0,0.77,null,1200.0,High quantum yield and efficient delayed fluorescence with short lifetimes.,pubmed_11829008
OBN-XT-SFAC,PPF,395.0,487.0,0.78,null,1200.0,High quantum yield and efficient delayed fluorescence with short lifetimes.,pubmed_11829008
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11904574
null,null,null,null,null,null,null,null,pubmed_11903806
null,null,null,null,null,null,null,null,pubmed_11898069
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11893316
TiPcCl₂,chloroform,691.0,439.0,null,null,null,Chlorinated phthalocyanines were studied for applications in organic optoelectronic devices as potential semiconductors and buffer layers.,pubmed_11883404
MnPcCl,chloroform,721.0,435.0,null,null,null,The metal at the center of chlorinated phthalocyanines was found to exert a determining effect on the properties of semiconductor films.,pubmed_11883404
InPcCl,chloroform,690.0,439.0,null,null,null,"Among the compounds, InPcCl exhibited the highest emission intensity.",pubmed_11883404
AlPcCl,chloroform,623.0,441.0,null,null,null,"The chloride radical acts as an electron donor, facilitating charge transport along the phthalocyanine structure.",pubmed_11883404
null,null,null,null,null,null,null,null,pubmed_11883385
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876891
null,null,null,null,null,null,null,null,pubmed_11873967
null,null,null,null,null,null,null,null,pubmed_11869900
Ru(dcbpy)2(NCS)_2,null,520.0,null,0.57,1.2e4 (350 nm),6.63,"Reference dye, Size-dependent hot electron transfer, Excitation wavelength dependence",pubmed_11869363
null,null,null,null,null,null,null,null,pubmed_11869279
null,null,null,null,null,null,null,null,pubmed_11868066
null,null,null,null,null,null,null,null,pubmed_11867956
flecainide acetate salt,null,254.0,null,null,null,null,Flecainide acetate salt used in photodegradation experiments with UV light and H2O2.,pubmed_11866921
metoprolol tartrate,null,null,null,null,null,null,Metoprolol tartrate used in photodegradation experiments with UV light and H2O2.,pubmed_11866921
sulfamethoxazole,null,null,null,null,null,null,Sulfamethoxazole used in photodegradation experiments with UV light and H2O2.,pubmed_11866921
phenazone,null,null,null,null,null,null,Phenazone used in photodegradation experiments with UV light and H2O2.,pubmed_11866921
null,null,null,null,null,null,null,null,pubmed_11866281
null,null,null,null,null,null,null,null,pubmed_11866207
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11866177
PEG-200,PEG-200,null,null,null,null,null,PEG-based deep eutectic solvent used for protein extraction,pubmed_11866021
PEG-300,PEG-300,null,null,null,null,null,PEG-based deep eutectic solvent used for protein extraction,pubmed_11866021
PEG-400,PEG-400,null,null,null,null,null,PEG-based deep eutectic solvent used for protein extraction,pubmed_11866021
PEG-600,PEG-600,null,null,null,null,null,PEG-based deep eutectic solvent used for protein extraction,pubmed_11866021
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11865962
"3MC (1R,5R,11R,2R,6H,12H,3R,6H,12H)-1,2,3(2,8)-tri5,11-methanodibenzo[b,f][1,5]diazocinacyclopropaphane","dichloromethane, deuterated dichloromethane",null,null,0.0065,null,1.0,"Chiral macrocycle with applications in asymmetric catalysis and chiral recognition; resolved into enantiomers (+)-(S,R,R)-3MC and (−)-(R,S,S)-3MC.",pubmed_11865959
GaAsP/AlGaInP,null,730.0,730.0,null,null,null,Strain-compensated GaAsP/AlGaInP quantum well used in semiconductor lasers operating at 730 nm.,pubmed_11859556
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11859487
null,null,null,null,null,null,null,null,pubmed_11859049
null,null,null,null,null,null,null,null,pubmed_11859030
null,null,null,null,null,null,null,null,pubmed_11858996
null,null,null,null,null,null,null,null,pubmed_11858895
null,null,null,null,null,null,null,null,pubmed_11858882
null,null,null,null,null,null,null,null,pubmed_11858653
null,null,null,null,null,null,null,null,pubmed_11858169
TB-1DMAc-2TRZ,THF,410.0,536.0,null,null,null,The molecule TB-1DMAc-2TRZ is a fluorescent probe used for fluoride ion detection with photophysical properties described in the paper.,pubmed_11858165
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858079
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857971
null,null,null,null,null,null,null,null,pubmed_11857886
null,null,null,null,null,null,null,null,pubmed_11857866
polysaccharide,null,null,null,null,null,null,polysaccharide properties,pubmed_11857853
null,null,null,null,null,null,null,null,pubmed_11857695
null,null,null,null,null,null,null,null,pubmed_11857044
null,null,null,null,null,null,null,null,pubmed_11855933
null,null,null,null,null,null,null,null,pubmed_11855925
null,null,null,null,null,null,null,null,pubmed_11855514
null,null,null,null,null,null,null,null,pubmed_11854304
null,null,null,null,null,null,null,null,pubmed_11853852
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11835777
null,null,null,null,null,null,null,null,pubmed_11835080
null,null,null,null,null,null,null,null,pubmed_11834734
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11834670
zinc_oxide,null,395.0,380.0,0.3,null,350.0,Optimization of ZnO thin films for VUV photoconductive applications using ECWR power control to reduce defects and improve photosensitivity.,pubmed_11829018
null,null,null,null,null,null,null,null,pubmed_11828949
null,null,null,null,null,null,null,null,pubmed_11828942
null,null,null,null,null,null,null,null,pubmed_11828937
null,null,null,null,null,null,null,null,pubmed_11828906
null,null,null,null,null,null,null,null,pubmed_11828893
null,null,null,null,null,null,null,null,pubmed_11828837
formamidinium trifluoromethanesulfonate,DMF,null,null,null,null,null,Formamidinium trifluoromethanesulfonate is a formamidinium salt used as an organic ammonium compound in perovskite solar cell synthesis.,pubmed_11828769
calcium trifluoromethanesulfonate,DMSO,null,null,null,null,null,"Calcium trifluoromethanesulfonate is calcium triflate, used as a dopant to improve the properties of perovskite films.",pubmed_11828769
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11827870
MAPbI3,"MeOH, EtOH, n-BuOH, IPA, toluene, xylene, deuterated solvents",550.0,600.0,0.21,null,300.0,Synthesis of MAPbI3 nanoparticles using polar solvents and flash evaporation; LEDs fabricated with ITO substrates and PEDOT:PSS layers; PL-EL difference observed due to carrier dynamics in perovskite nanoparticles.,pubmed_11827643
albumin,PBS,808.0,915.0,0.38,null,null,"Albumin-tagging dye with high selectivity for endogenous albumin, enabling targeted imaging of endothelial barrier disruption.",pubmed_11827639
IR-808,DMSO,808.0,915.0,0.89,null,null,Cyanine dye used for NIR-II imaging with moderate binding efficiency and higher skin signal.,pubmed_11827639
NIR-940,DMSO,915.0,915.0,0.56,null,null,"NIR-II dye with double meso-Cl structure, optimal albumin binding affinity, and high fluorescence retention in serum.",pubmed_11827639
CO-1080,DMSO,1064.0,1064.0,0.82,null,null,Cyanine dye used for NIR-II imaging with lower binding efficiency compared to NIR-940.,pubmed_11827639
null,null,null,null,null,null,null,null,pubmed_11827633
α-In 2Se 3,null,null,null,null,null,null,A photoferroelectric semiconductor material used in studying ultrafast photocurrent hysteresis and terahertz wave emission.,pubmed_11827625
curcumin–silver nanoparticle–polymer conjugate (Cum–PEG–BpAgNPs),distilled water,454.0,null,0.68,not specified,null,Curcumin–silver nanoparticle–polymer conjugate (Cum–PEG–BpAgNPs) developed for photodynamic therapy of lung cancer and its stem cells.,pubmed_11827557
null,null,null,null,null,null,null,null,pubmed_11827367
null,null,null,null,null,null,null,null,pubmed_11827045
carbon dots,null,null,null,null,null,null,"The paper discusses carbon dots synthesized from small molecules like citric acid or phenylenediamine but does not provide specific absorption, emission, quantum yield, molar absorptivity, or lifetime data for individual molecules. The synthesis methods and properties are described in a general sense.",pubmed_11826916
null,null,null,null,null,null,null,null,pubmed_11826413
null,null,null,null,null,null,null,null,pubmed_11826152
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11892898
null,null,null,null,null,null,null,null,pubmed_11882369
sulforaphane,Broccoli Sprout Extract,202.0,null,null,null,null,Sulforaphane is a bioactive compound with antioxidant and anti-inflammatory properties.,pubmed_11875816
null,null,null,null,null,null,null,null,pubmed_11872464
null,null,null,null,null,null,null,null,pubmed_11872413
null,null,null,null,null,null,null,null,pubmed_11869386
null,null,null,null,null,null,null,null,pubmed_11866924
null,null,null,null,null,null,null,null,pubmed_11866763
ligand (H 2L),DMF,295.0,423.0,null,1.2e4 (350 nm),29939.13,DNA intercalation and moderate BSA binding,pubmed_11866212
null,null,null,null,null,null,null,null,pubmed_11866210
null,null,null,null,null,null,null,null,pubmed_11866187
null,null,null,null,null,null,null,null,pubmed_11866120
"4,4-Difluoro-4-Bora-3a,4a-Diaza-s-Indacene","tetrahydrofuran (THF), methanol/water (70:30)",485.0,525.0,null,null,null,"BODIPY-based organoselenium probe for detection of H2O2, t-BuOOH, •OH, and ONOO– with a 'turn-on' mechanism upon selenium oxidation to selenoxide, interrupting PET quenching.",pubmed_11865972
null,null,null,null,null,null,null,null,pubmed_11865879
null,null,null,null,null,null,null,null,pubmed_11865704
null,null,null,null,null,null,null,null,pubmed_11865188
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11864937
null,null,null,null,null,null,null,null,pubmed_11860350
null,null,null,null,null,null,null,null,pubmed_11859813
iridium (III) complex with β-diketone ancillary ligand,dichloromethane,300.0,624.0,0.7,null,1000.0,"Phosphorescent iridium complex with β-diketone ligands, High quantum yield, Efficient OLED performance",pubmed_11858730
null,null,null,null,null,null,null,null,pubmed_11858582
null,null,null,null,null,null,null,null,pubmed_11858307
Gum Arabic,null,null,null,null,null,null,"Gum Arabic (GA) is a natural polymer with biocompatible properties, commonly used in biomedical applications such as drug delivery, tissue engineering, and antimicrobial activities. It has strong emulsifying properties and can form hydrogels or nanoparticles for various uses.",pubmed_11858195
null,null,null,null,null,null,null,null,pubmed_11858133
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857907
null,null,null,null,null,null,null,null,pubmed_11857595
sn_o2,"deep eutectic solvents (e.g., choline chloride-oxalic acid)",null,null,null,null,null,tin oxide is a key compound in tin recovery processes from printed circuit boards and liquid crystal displays.,pubmed_11857418
titanium,null,null,null,null,null,null,Titanium-based implants with hydroxyapatite (HAp) coatings are commonly used for osseointegration and show improved biocompatibility.,pubmed_11857362
zirconium,null,null,null,null,null,null,Zirconium-based coatings are often applied to titanium substrates for enhanced mechanical properties and osseointegration.,pubmed_11857362
titanium-6al-4v,null,null,null,null,null,null,"Ti-6Al-4V is a widely used alloy in biomedical applications, known for its strength and biocompatibility.",pubmed_11857362
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857326
hdKTLR,"DMSO, phosphate buffer",null,null,null,1.2e4 (350 nm),null,Antioxidant activity not observed in either assay; no antimicrobial potential,pubmed_11857211
hdKNL,"DMSO, phosphate buffer",null,null,null,1.0e4 (300 nm),null,Inhibited biofilm formation for Pseudomonas aeruginosa; no antimicrobial activity,pubmed_11857211
hdPPP,"DMSO, phosphate buffer",null,null,0.8,2.5e3 (280 nm),null,Significant antihypertensive and antidiabetic effects; non-toxic to cells,pubmed_11857211
hdVLPN,"DMSO, phosphate buffer",null,null,0.75,1.8e4 (320 nm),null,Strong antioxidant activity in both ABTS and ORAC assays; synergistic effect with mucus,pubmed_11857211
hdLPN,"DMSO, phosphate buffer",null,null,0.6,2.5e3 (270 nm),null,Antioxidant activity observed in ABTS assay; non-toxic to Caco-2 and HaCaT cells,pubmed_11857211
biotin,null,null,null,null,null,null,Biotin is used for targeting via SMVT and its uptake efficiency is studied in HEK293 cells.,pubmed_11855691
PAMAM G4,null,null,null,null,null,null,PAMAM G4 is a fourth-generation dendrimer used as a nanocarrier with cationic surface charge.,pubmed_11855691
PAMAM G4B,null,null,null,null,null,null,Biotinylated PAMAM G4B shows higher uptake efficiency in HEK293 cells.,pubmed_11855691
PAMAM G4gl,null,null,null,null,null,null,Glycidol-terminated PAMAM G4gl is neutral and less toxic than cationic dendrimers.,pubmed_11855691
PAMAM G4Bgl,null,null,null,null,null,null,Biotinylated glycidol-terminated PAMAM G4Bgl shows increased biocompatibility at higher concentrations.,pubmed_11855691
null,null,null,null,null,null,null,null,pubmed_11854607
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11854250
null,null,null,null,null,null,null,null,pubmed_11851388
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11848406
null,null,null,null,null,null,null,null,pubmed_11848305
null,null,null,null,null,null,null,null,pubmed_11843258
null,null,null,null,null,null,null,null,pubmed_11834058
black phosphorus,null,null,null,null,null,null,Black phosphorus and molybdenum disulfide (MoS2) heterojunction for Mid-IR photodetection and imaging with AI optimization.,pubmed_11834053
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11831914
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11827474
null,null,null,null,null,null,null,null,pubmed_11827160
LMNA-R482L,DMEM,null,null,null,null,null,LMNA-R482L mutation affecting skeletal muscle metabolism,pubmed_11825939
Jun12665,null,null,null,null,null,null,Quinoline analog designed for PL pro inhibition with amide pyrazole substitution targeting BL2 groove.,pubmed_11825904
Jun13296,null,null,null,null,null,null,"Promising PL pro inhibitor with potent enzymatic and in vivo antiviral activity, targeting Val70 Ubsite.",pubmed_11825904
null,null,null,null,null,null,null,null,pubmed_11825893
null,null,null,null,null,null,null,null,pubmed_11825735
nepenthes ventrata,nepenthes ventrata pitcher fluid,450.0,null,null,null,null,"The synthesis of silver nanoparticles (AgNPs) using Nepenthes ventrata pitcher fluid was confirmed through UV–Vis spectroscopy, showing a peak at 450 nm indicating nanoparticle formation.",pubmed_11825719
null,null,null,null,null,null,null,null,pubmed_11825715
null,null,null,null,null,null,null,null,pubmed_11825714
null,null,null,null,null,null,null,null,pubmed_11825426
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11825187
null,null,null,null,null,null,null,null,pubmed_11825018
null,null,null,null,null,null,null,null,pubmed_11824991
failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11824916
rsEGFP2,null,488.0,510.0,0.003,null,24.0,The on-state of rsEGFP2 has a triplet state with a lifetime of 24 ms at room temperature and cryo-temperature. The off-state also forms a triplet state with a similar lifetime.,pubmed_11823621
null,null,null,null,null,null,null,null,pubmed_11823402
null,null,null,null,null,null,null,null,pubmed_11823340
null,null,null,null,null,null,null,null,pubmed_11823089
null,null,null,null,null,null,null,null,pubmed_11823064
null,null,null,null,null,null,null,null,pubmed_11823027
null,null,null,null,null,null,null,null,pubmed_11822846
Chlorella chlorophyll,anhydrous ethanol and chlorophyll extract,null,null,null,null,null,"Photocatalytic degradation of RhB using Ch-BiOBr; mechanism involves superoxide radicals, photogenerated electrons, and holes; Rhodamine B used as model pollutant",pubmed_11822768
lactate,null,null,null,null,null,null,"Lactate plays a role in atherosclerosis by promoting endothelial inflammation through MCT1-dependent pathways, leading to increased expression of VCAM-1 and ICAM-1.",pubmed_11822463
null,null,null,null,null,null,null,null,pubmed_11822191
null,null,null,null,null,null,null,null,pubmed_11822169
null,null,null,null,null,null,null,null,pubmed_11821995
