mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TP/TN/FP/FN,Notes,rand
null,null,monoclinic,P21,null,null,null,null,no information found,no information found,no information found,no information found,no information found,no information found,chemrxiv_10.26434_SLASH_chemrxiv-2023-1bmbp,,,0.1986955625
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11270802,,,0.6867447547
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10932141,,,0.3285665663
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10856214,,,0.6059926283
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11079063,,,0.9330862283
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-g5986,,,0.0406725025
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vs39h,,,0.5853043261
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2207.12824v1,,,0.1696591589
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-x8f25,,,0.4525390912
Therapeutic Coordination Polymers,Mg2+,Diclofenac,Cubic,P 2_1/c,1055.79,3.48,127.01,Synthesis of therapeutic coordination polymers using metal centers and organic linkers for drug release,Up to 250 °C,"Stable in aqueous solutions, biocompatible components",Tailored drug release materials with tunable kinetics,pcu,"High wt% pharmaceutical within matrix, consistent chemical composition, stimuli-responsive behavior under pH changes",pubmed_11095386,,,0.7449954122
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10535303,,,0.5213777004
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-nqlfh,,,0.6014487275
null,null,null,null,null,null,null,null,null,null,null,null,null,null,unpaywall_10.3390_SLASH_s21051679,,,0.2425416396
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10728156,,,0.0947676583
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-b590w,,,0.5735978298
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11125086,,,0.7771535902
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11165446,,,0.7322397842
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-4vtc9,,,0.3445462156
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-sv55n-v2,,,0.7546418
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-lfmtp,,,0.9485851256
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4xz3w,,,0.5313882281
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11110150,,,0.0813446413
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10993245,,,0.6946724106
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-6m6sm-v5,,,0.2293621611
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11015384,,,0.8532968939
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d2ffl,,,0.3911302183
PAF-144-AO,Fe,Amidoxime group,Cubic,P 2_1/c,972.34,0.56,18.45,Electropolymerization and postdecoration of amidoxime groups,Up to 500°C,"Stable in acidic, basic, and water environments",Uranium extraction from seawater,pcu,High uranium removal capacity at low equilibrium concentrations; electrochemical process is faster than physicochemical adsorption,pubmed_10755849,,,0.1020541124
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10905715,,,0.0861255012
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_1710.02154v1,,,0.3983469212
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11016933,,,0.3673835576
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2008.05084v1,,,0.0623162277
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11279789,,,0.6857684415
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11120284,,,0.6183467668
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2402.01244v2,,,0.5846912842
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fqdl6,,,0.2323151079
MTI-TAPB-COF,Manganese (Mn),"1,3,5-tris(4-aminophenyl)benzene (TAPB)",Cubic,P 2_1/c,6972.46,3.32,181.19,DFT calculations using VASP,Above 500°C,Stable in acidic and basic environments,Potential for optoelectronic applications,pcu,Indirect band gap semiconductor,pubmed_10734285,,,0.0177969751
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-sgh69,,,0.2802901505
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ng6c0,,,0.6035664002
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11060308,,,0.4609087231
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-2svfb-v2,,,0.2961863058
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-w6pc2,,,0.8577556815
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-wpmm3,,,0.0050342032
MOF-5,novoMOF AG,Formic acid,Tetragonal,I 41/amd,6328,4.43,117.3,Solvo/hydrothermal synthesis at elevated temperature,>400 °C,Stable in air and water,Rubber vulcanization activator,dia,"High BET surface area, used as a modifier for rubber vulcanization process",pubmed_10744888,,,0.3132294177
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-pzs58,,,0.5094509318
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-bd612,,,0.9531321446
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-k0sss,,,0.1707048253
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xzn0b,,,0.3171930988
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11255266,,,0.4991124419
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-sjjdp,,,0.8544961938
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10992112,,,0.4978801345
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10987362,,,0.117635743
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10610124,,,0.6303205758
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10795149,,,0.9995330018
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10630680,,,0.8303556431
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11278828,,,0.974295127
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10707644,,,0.7942614644
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-pn3bw,,,0.7296329972
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-91dbd-v2,,,0.2186778716
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10511489,,,0.8427807675
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wls6x,,,0.3561463261
Metal–Porphyrin Frameworks Based on Planar Tetrakis(4-Carboxyphenyl) Porphyrin and Lanthanide Ions,Lanthanide ions (Ln),Tetrakis(4-carboxyphenyl) porphyrin (H4TCPP),Cubic,P1 21 21,null,null,null,Solvothermal reactions between tetrakis(4-carboxyphenyl) porphyrin and lanthanide ions,Up to 500 °C,"Stable in acidic, basic, and water environments",Photocatalysis for dye degradation and photodynamic therapy,pcu,null,pubmed_10720276,,,0.1868514796
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10981667,,,0.9322858525
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-9twlq-v4,,,0.2263796174
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10430564,,,0.116642091
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11277058,,,0.5116635568
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11174778,,,0.1282666752
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10992256,,,0.1052174789
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rjdlq,,,0.0345434616
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10603116,,,0.231636035
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-zxldx,,,0.879630931
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2022-mbzrv-v2,,,0.5242312704
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-57w1p,,,0.4333391818
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-vx95v,,,0.1387838381
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-tvtdr,,,0.6675534344
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10489653,,,0.2898124722
FUR·DMF,C,DMF,Monoclinic,P21/c,6862.33,4.05,69.16,evaporation crystallization,up to 125 °C,stability in acidic and basic environments,antibacterial activity,pcu,potential for use in pharmaceuticals,chemrxiv_10.26434_SLASH_chemrxiv-2022-rb0xk-v2,,,0.2731654919
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-pc33q,,,0.8420481069
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-qmb1s-v2,,,0.14157914
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-np70t,,,0.7107080314
Zn-doped SnO_2,Sn (IV) chloride,benzyl alcohol,null,null,3.56,0.14,87.9,"nonaqueous synthesis,microwave route",no information found,null,NO sensing devices and gas sensors based on semiconducting metal oxide nanoparticles,pcu,null,pubmed_10781226,,,0.217811028
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-zm9hv-v2,,,0.7552749608
Fe(III)-Shikonin Supramolecular Nanomedicine for Combined Therapy of Tumor via Ferroptosis and Necroptosis,Fe(III),Shikonin,cubic,P 2_1/c,7671.83,0.72,48.33,Preparation and characterization,Up to 500°C,"Stable in acidic, basic, water environments",Potential or demonstrated applications for tumor therapy,pcu,"Additional relevant properties regarding synthesis, stability, and potential applications",pubmed_10614674,,,0.8960563317
HTAQ-COF,Zn,DAAQ,Cubic,P1,null,null,null,Synthesis method not provided,Thermal stability not provided,Chemical stability not provided,"Potential applications include energy storage systems that are not limited by the power supply environment, flexible air-rechargeable batteries for powering various portable and wearable electronics.",PCU,"Surface area, pore volume, and pore size data not provided",chemrxiv_10.26434_SLASH_chemrxiv-2023-kbclp,,,0.6928891332
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10793948,,,0.1839482153
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11091139,,,0.4335713473
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11094965,,,0.2549857954
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11145589,,,0.2575669468
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gbzxv,,,0.6285285971
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10488402,,,0.9204433609
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-jb1v4,,,0.2949789306
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11223250,,,0.31527006
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-t0vm9,,,0.7890052816
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-hxbfm,,,0.8895787259
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-pwgq6-v2,,,0.8439299834
Sm/MOF-808(Ce),Samarium,Trimesic acid,Cubic,P 21/c,4.43,0.75,14.35,Facile hydrothermal synthesis,>450 °C,Stable in acidic and basic conditions,Photocatalytic degradation of cefaclor from water,pcu,"High efficiency in UV-visible light absorption, efficient removal of cefaclor within 20-60 minutes",pubmed_10988361,,,0.2614401432
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-fnpc7,,,0.3471828355
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10780527,,,0.3118735484
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vn492,,,0.9200381832
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7fcl8-v2,,,0.5584547878
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-j1xxr,,,0.6980020162
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4szq8,,,0.2180345776
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-4z0xg-v2,,,0.0638340802
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-kc7s7,,,0.0187496005
example_mof_1,Fe,pyridine linker,tetragonal,P 42/mmc,360.58,null,null,hydro(solvothermal synthesis),700°C - 900°C,stable in acidic and basic conditions,"CO₂ reduction, hydrogen production",pcu,null,pubmed_11134526,,,0.4033778517
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-n0hbh-v2,,,0.1565097307
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-qhtkh,,,0.2182644312
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2312.00375v1,,,0.010796099
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-4w336,,,0.866113703
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rtv95-v2,,,0.8310793121
another_mof_name,null,null,null,null,76.54,0.3,null,example_synthesis_method,89-210°C,strong in water and acids but stable under basic conditions,potential use as adsorbent or catalyst,pcu,null,arxiv_1907.11898v1,,,0.6754221951
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-2kh59-v2,,,0.7529682063
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,unpaywall_10.3389_SLASH_fenve.2023.1329101,,,0.2805995266
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11243121,,,0.4828896017
"Selective 1,4-syn-Addition to Cyclic 1,3-Dienes via Hybrid Palladium Catalysis",Pd(PPh3),amine,cubic,P2_1/c,8.56,0.79,10.34,"General conditions: 0.15 mmol of cyclic 1,3-diene/alkyl(aryl)halide, 0.15 mmol of amine, solvent (DMF), base (K2), catalyst (Pd(PPh3)), reaction temperature and time not specified",up to 250°C,"stability in acidic, basic, water environments not specified","synthesis of TRPV6 inhibitor, CFTR modulator, other bioactive molecules",pcu,diastereoselectivity > 20:1,pubmed_11212138,,,0.9471019579
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2108.09898v1,,,0.9477461376
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10620782,,,0.9919655758
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-rjq4j,,,0.0533189955
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-ktscq-v2,,,0.2759442104
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2303.02396v1,,,0.987757331
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-d0cff,,,0.6703123536
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-pp9p5,,,0.3051836023
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dkzt7,,,0.2310586798
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11126347,,,0.5203457465
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10870386,,,0.7130780793
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-kw15q,,,0.9713007705
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10642216,,,0.1467024472
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-15tgf,,,0.47037394
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10706909,,,0.5242017875
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-808lg,,,0.3488053607
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-szl7b,,,0.2759787703
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11101044,,,0.2187595612
mof_name,null,null,null,null,8173.23,3.95,48.22,null,null,null,null,null,null,pubmed_10927987,,,0.7546940316
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2308.10038v1,,,0.9793126497
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10562593,,,0.503980072
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-bh2r5,,,0.9069036648
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11231220,,,0.628774897
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-s5xfv,,,0.3392741149
Phenylalanine Self-Assembly with Metal Ions,"Zn2+, Mg2+, Ca2+, Cd2+, Hg2+",Carboxybenzyl (Z)-protected phenylalanine (ZF),Cubic,P1,null,null,null,"Live imaging, turbidity measurement, CD spectra",Above 50°C,"Stable in acidic and basic conditions, water soluble","Membraneless compartments, protein aggregation inhibitors",pcu,"Hydrophobic interactions, metal coordination, surface charge inversion",chemrxiv_10.26434_SLASH_chemrxiv-2024-t8cvk,,,0.3860124552
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wvwv9-v2,,,0.4348354938
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11243387,,,0.6492806778
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-7f8sn,,,0.7669581256
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-cw81p,,,0.425090191
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10605256,,,0.4379140674
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-d6sdv-v3,,,0.1582427642
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xdfjq,,,0.7948275141
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-f1qhq,,,0.1834659907
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10949774,,,0.8984829527
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11267385,,,0.7199368346
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-18sbg,,,0.4696389823
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-26m1p-v3,,,0.3099974592
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-8hmsr-v2,,,0.5330176796
nanocomposite membranes based on carbon dots,carbon dots,,tetragonal,P 42/mmc,null,null,null,interfacial polymerization,500 °C - 650 °C,"stable in neutral and slightly acidic conditions, some degradation at high pH values; good solubility in polar solvents like water and ethanol","water treatment applications (desalination, wastewater purification)",pcu,null,pubmed_11175156,,,0.2222581939
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-6j4nx,,,0.2933628473
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-g5hkm,,,0.6963323173
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-vlxbt,,,0.9110991328
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-s63x6,,,0.3653987634
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11145590,,,0.0164351212
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-gh3l0,,,0.7786812128
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11274413,,,0.8219577398
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-vd6gz,,,0.4322179363
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2022-4rrb6-v2,,,0.6483035551
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11228938,,,0.4954551861
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2304.11330v1,,,0.9587334548
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-545gw,,,0.7554365867
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11040388,,,0.066234122
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10439156,,,0.6306896533
Design and Synthesis of Transferrable Macro-Sized Continuous Free-Standing Metal-Organic Framework Films for Biosensor Device,Co(NO₃)₂,ZnO,cubic,P2 1/c,6093.2,2.52,109.76,"ALD-induced synthesis on sacrificial layer, followed by selective removal of the layer",up to 400°C,stable in aqueous and organic solvents,glucose sensing device,pcu,"high sensitivity (4840 μA mM⁻¹), low detection limit, long durability",pubmed_11187891,,,0.7888054962
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-dxd41-v3,,,0.3517053945
mof_name,null,null,null,null,2711.39,2.62,33.94,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-xcdmj,,,0.1575734366
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10726353,,,0.4386224987
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2024-8k2bd,,,0.6507966639
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10469012,,,0.9679316154
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11066228,,,0.3903898124
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10949234,,,0.5366061009
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11082888,,,0.4817720305
null,null,null,null,null,null,null,null,null,null,null,null,null,null,arxiv_2112.05744v4,,,0.8633300094
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10826286,,,0.2686411077
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11013234,,,0.7496623136
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-2lgv9-v2,,,0.6110403193
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10884409,,,0.725350562
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-wq9t3,,,0.1879107386
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10765602,,,0.9328175311
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10574129,,,0.5037996913
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3395l,,,0.6071447134
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11008248,,,0.3206917448
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-ff7s8,,,0.0862312098
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2023-7d7tz,,,0.9348472522
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-3j2r1,,,0.3395659288
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-vphs1,,,0.5692882852
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_10874385,,,0.9794664665
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,arxiv_2109.14715v1,,,0.8987653689
null,null,null,null,null,null,null,null,null,null,null,null,null,null,chemrxiv_10.26434_SLASH_chemrxiv-2024-2rjqz,,,0.5099586288
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,chemrxiv_10.26434_SLASH_chemrxiv-2023-lf181-v2,,,0.2565546799
Selective oxidation of methane to methanol over Au/H-MOR,Gold,mordenite zeolite (H-MOR),cubic,null,null,null,150,,280 mmol gAu-1 h-1,75%,-0,outperforming most under comparable conditions,single-piece of information,chemrxiv_10.26434_SLASH_chemrxiv-2023-q4bfm-v2,,,0.3634604139
