mof_name,metal_center,organic_linker,crystal_system,space_group,surface_area,pore_volume,pore_size,synthesis_method,thermal_stability,chemical_stability,applications,topology_code,additional_properties,paper,TFPN,Notes,rand
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11912197,,,0.451140973
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865965,,,0.1231259389
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11896635,,,0.5907149373
Fe-MOF,Iron (Fe),null,null,null,null,null,null,null,null,null,Nucleic acid detection,null,null,pubmed_11908094,,,0.7000203189
TpBpy/CS,null,bipyridine,null,null,332.7,0.191,null,"Covalent linking of bipyridine COF with chitosan using 1,3,5-triformylphloroglucinol as a cross-linking agent",Up to 330 °C,Stable in acidic conditions (HCl and HNO3),null,null,"High adsorption capacity for Pd(II), selective recovery of palladium from wastewater",pubmed_11878236,,,0.0760435387
Fe₃O₄@SiO₂/Schiff-base/Zn(II) MNC,"Fe³⁺, Fe²⁺, Zn²⁺",Schiff base ligand (salicylaldehyde and APTES),cubic,Fd3m,null,null,null,Coprecipitation of FeCl₃ and FeCl₂ followed by silica coating via modified Stöber method and Schiff-base/Zn(II) complex functionalization,Thermally stable up to 370°C with minimal mass loss,Stable in various chemical environments as tested,"Antimicrobial agent against bacterial and fungal pathogens, biofilm inhibition, potential for targeted drug delivery due to magnetic properties",null,"Superparamagnetic behavior, positive zeta potential (+26.5 mV), stable structure after 3 months of storage",pubmed_11833134,,,0.8582310069
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11836362,,,0.429973206
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902195,,,0.1756069246
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11825661,,,0.004562062
Metal acetylide complexes,"Cu, Ag, Au","CCH (acetylide), CN (cyanide)",null,null,null,null,null,DFT-based computations,null,Stable in noble gas environment,Hydrogen storage,null,Thermodynamically favorable hydrogen adsorption,pubmed_11850393,,,0.3546577306
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11825848,,,0.0032700254
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11892102,,,0.8621897297
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899469,,,0.5326334743
mcta,"fe3o4,cu",null,null,null,95.2,0.332,null,"hydrothermal,solvothermal",null,"resistant to common anions such as carbonate, chloride, nitrate, phosphate, and sulfate ions",photocatalytic degradation of pollutants in wastewater treatment,null,"high surface area, magnetic properties",pubmed_11828876,,,0.5313653841
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891785,,,0.6302393635
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902138,,,0.4346908522
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11868585,,,0.7644693721
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11900071,,,0.446635036
MCM-41-PEI,null,polyethylenimine (PEI),null,null,null,null,null,impregnation of PEI on MCM-41,null,null,CO2 capture,null,null,pubmed_11886658,,,0.0760611885
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901563,,,0.9247581977
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11882713,,,0.8372291704
Ln-CPM,"Eu3+, Sm 3+, and/or Tb 3+",H2DCPA,null,null,null,null,null,Information encryption,null,null,null,null,null,pubmed_11873967,,,0.4646641714
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898271,,,0.4829700657
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11851775,,,0.7032596876
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11910205,,,0.2212483932
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11826152,,,0.1013385984
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11849557,,,0.7293393768
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11885261,,,0.0312216976
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11833602,,,0.4037668237
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11905120,,,0.241107909
MIL-100,iron (Fe),carboxylate ligands,null,null,null,null,null,solvent-based method,null,null,drug delivery carrier for tumor immunotherapy,null,nanoparticles with high porosity,pubmed_11859595,,,0.257397979
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11866187,,,0.6050315253
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11905057,,,0.5781465725
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11852982,,,0.4621975974
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11862879,,,9.2645175755024E-005
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11887844,,,0.2566500725
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11880625,,,0.0061784985
example_1,example_2,example_3,example_4,example_5,6230.22,4.11,3.65,example_9,example_10,example_11,example_12,example_13,example_14,pubmed_11901929,,,0.3200916452
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11854473,,,0.0537187068
MIL-53,iron (Fe³+),carboxylate,null,null,null,null,null,synthesized via hydrothermal method,null,null,used as cathode catalyst in microbial fuel cells,null,exhibits high ORR activity,pubmed_11901833,,,0.2862116392
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898143,,,0.0976692392
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904684,,,0.7924630393
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11873915,,,0.5008545283
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898176,,,0.0203892484
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857418,,,0.7964518678
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901510,,,0.1506436355
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902007,,,0.6103560836
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11905217,,,0.8547875497
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11897236,,,0.2102507968
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11837242,,,0.3697847018
q2D-FcZ8,Zn,2-methylimidazole,null,null,null,null,null,Ice-templating followed by fluorination,null,Resistant to air corrosion and electrolyte decomposition,Artificial solid electrolyte interface (ASEI) for Li metal batteries,null,"High surface area, good ionic conductivity",pubmed_11847004,,,0.3885940432
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902636,,,0.4665949096
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858784,,,0.0851594845
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858410,,,0.6244128074
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11887326,,,0.0808653908
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11907706,,,0.3868886183
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11852266,,,0.1042404149
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857953,,,0.2145398273
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11836199,,,0.6811987462
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857398,,,0.448121123
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11907298,,,0.1600663261
example_1,example_2,example_3,example_4,example_5,null,null,null,example_9,example_10,example_11,example_12,example_13,example_14,pubmed_11864185,,,0.2779584262
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11869291,,,0.7252190649
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11892508,,,0.4120516251
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858098,,,0.264524865
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11833234,,,0.0881921747
NU-2003,[V(=O)(OH)₂] cluster,"bicyclo[1.1.1]pentane-1,3-dicarboxylate (BPDCA)",null,null,null,null,null,null,null,null,"gas storage, catalysis, separations",srw,"high mechanical stability, reduced flexibility",pubmed_11808794,,,0.9994739506
BiOBr/coal gangue-based SAPO-5,"Bismuth oxybromide (BiOBr), Aluminum (Al), Silicon (Si)",null,Tetragonal,P42/mnm,null,null,25.19,Hydrothermal synthesis followed by impregnation with BiOBr,null,null,Adsorption and photocatalytic degradation of methylene blue,afi,"Enhanced adsorption capacity, high photogenerated charge density",pubmed_11902256,,,0.2485948193
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11876481,,,0.8016808869
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11885292,,,0.3238017056
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11842613,,,0.3728006666
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11891868,,,0.1662581391
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11862567,,,0.7103365513
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11840067,,,0.4843168489
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11886738,,,0.8579742722
mof_1,Cu²+,"benzene-1,3,5-tricarboxylic acid",null,null,null,null,null,in situ synthesis within hydrogel using Cu(NO3)2 and BTC,null,high water stability,catalytic reduction of nitrophenols and dyes,null,"high catalytic activity, easily recoverable through filtration",pubmed_11876955,,,0.216099398
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11875835,,,0.9743877582
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858895,,,0.5076748289
example_1,WO3,melamine,null,null,205,0.3,40,hydrothermal and calcination methods,high stability after four cycles of use,good catalytic stability and photo-corrosion resistance,photocatalytic degradation of pollutants under visible light,null,high specific surface area and efficient electron-hole separation,pubmed_11901496,,,0.8607775697
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11857441,,,0.4834930061
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11913365,,,0.088877744
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857695,,,0.1508990799
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11811144,,,0.6551232319
Cu-HITP,Copper (Cu),"2,3,6,7,10,11-hexaiminotriphenylene (HITP)",hexagonal,null,null,null,null,solvothermal reaction involving HITP and Cu(NO3)2,null,null,electrocatalyst for CO₂ reduction,null,dual copper sites suitable for C–C coupling,pubmed_11887130,,,0.4986823495
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857861,,,0.371842531
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11854474,,,0.7058167364
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11871784,,,0.2647531799
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11872485,,,0.2648323786
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11821550,,,0.2808872082
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865619,,,0.1752036319
msp,null,null,null,null,null,null,null,"nanoparticle synthesis via in situ encapsulation of PEITC, SQ-675, and CORM-401 into MOFs",null,null,photodynamic therapy for triple-negative breast cancer,null,null,pubmed_11892270,,,0.0788705025
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11892125,,,0.6487084534
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11850590,,,0.4985673074
NP-DA-10%,Si,Dopamine,null,null,235,null,48,Sol-gel method,Decomposes at ~240°C,"Stable in physiological conditions, prevents dopamine oxidation",Controlled delivery of dopamine for Parkinson's disease treatment,null,Amorphous structure with high surface area and pore volume for drug stabilization,pubmed_11881884,,,0.4680276292
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11885268,,,0.7858809328
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11844087,,,0.1297830949
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858727,,,0.5957550562
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858488,,,0.3896706062
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902231,,,0.7112111412
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858221,,,0.5410080815
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11876744,,,0.9333648777
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902026,,,0.1540926602
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11872554,,,0.8610054257
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11881133,,,0.6203122905
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865970,,,0.09095825
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11837358,,,0.3148654944
[(EtCAAC)2P3]-,null,EtCAAC,null,null,null,null,null,Reaction of potassium dicyanophosphide with EtCAAC-P⁻ followed by heating,null,Reactive towards nucleophiles and oxidants,"Functionalization of phosphorus clusters, extended conjugation",null,"5-center-6-electron π delocalization, electron-rich central phosphorus",pubmed_11890873,,,0.693809154
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11819507,,,0.8773929358
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11855277,,,0.3281097361
Ni–ImzAdn,Nickel(II),"Imidazole, Adenine",null,null,161.8486,0.146227,19,Hydrothermal synthesis under ethanol at 180°C for 10 hours,Up to 318°C,null,Catalyst for CO₂ cycloaddition with epoxides to form cyclic carbonates at ambient pressure,null,"High surface area, nitrogen-rich sites, recyclable without significant activity loss after six cycles",pubmed_11883551,,,0.9718307746
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11881141,,,0.0602445358
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858847,,,0.3951642322
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858138,,,0.0631855696
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858446,,,0.8780978192
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11851273,,,0.832535397
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11897326,,,0.9577388803
TpBD(SO3H)2COF,null,"1,3,5-triformylphloroglucinol (TFP), BD(SO3H)2",null,null,78,null,2.1,Schiff-base condensation and in situ polymerization,Thermally stable up to 250 °C,null,Proton-conducting materials for fuel cells,null,"High surface area, ordered nanochannels, good mechanical stability",pubmed_11901798,,,0.1806169527
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904111,,,0.0879107567
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11868840,,,0.2413670761
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865380,,,0.2522849143
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11878132,,,0.6535364005
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11812092,,,0.1012469141
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11860610,,,0.786857991
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11881315,,,0.3148013467
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11883743,,,0.8811635671
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11859928,,,0.6269084017
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902686,,,0.0255845592
example_1,example_2,example_3,example_4,example_5,100,0.5,20,example_9,example_10,example_11,example_12,example_13,example_14,pubmed_11857584,,,0.6941167174
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11848913,,,0.9428283521
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11857864,,,0.3791140236
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11849041,,,0.5087856164
q2D-FcNiMOF,Ni,"4,4’-bipyridine",null,null,null,null,null,Ice-templating followed by fluorination,null,Resistant to air corrosion and electrolyte decomposition,Artificial solid electrolyte interface (ASEI) for Li metal batteries,null,"High surface area, good ionic conductivity",pubmed_11847004,,,0.4050870282
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11896601,,,0.7403710471
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11844895,,,0.2712099522
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11855300,,,0.0151241999
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11846837,,,0.3845597336
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902859,,,0.7621007632
PSZ-70,Zinc (Zn),HL1 photoswitch grafted on ZIF-70,null,null,588.24,null,null,Solvent-assisted ligand exchange (SALE) process with HL1 photoswitch grafting,Excellent thermal stability under heat treatment with organic solvents,Stable in weakly basic to basic environments; less stable in acidic conditions,Selective extraction of uranium from seawater with high U(VI)/V(V) separation factor,null,"Dynamic pore size modulation, photoisomerization capability for selective adsorption",pubmed_11894057,,,0.159822756
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858690,,,0.3477841343
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11851373,,,0.8937129863
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901523,,,0.5236997125
Fe2O3@SiO2-L-cysteine-cellulose,"Fe₂O₃, SiO₂","L-cysteine, cellulose",null,null,371.11,0.048,17.32,"Multi-step synthesis involving Fe₂O₃@SiO₂ nanoparticles, L-cysteine, and cellulose",Up to ~500°C,Stable in acidic and basic environments,"Heavy metal adsorption (Cr, Cd, Ni, Pb), water, N₂, CO₂ adsorption",null,"High surface area, magnetic separation capability, reusability",pubmed_11897135,,,0.4154833909
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11901310,,,0.9360099146
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865509,,,0.1652418599
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11865594,,,0.9451363895
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11902811,,,0.894077088
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898779,,,0.5777905732
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11850677,,,0.6959342333
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898769,,,0.4383168151
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11854346,,,0.0140756641
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11887453,,,0.3436694136
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11912132,,,0.6154880396
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11881893,,,0.9547889945
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11866177,,,0.3272946677
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11907284,,,0.917251277
Cu- based metal–organic framework (MOF),Copper,null,null,null,null,null,null,one-pot pyrolysis in a tube furnace with air as carrier gas,null,null,CO2 reduction to ethanol,null,"carbon-coated, high selectivity for ethanol production",pubmed_11848642,,,0.5952144272
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11897740,,,0.8883246235
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11842878,,,0.7478394532
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11899461,,,0.148795669
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891217,,,0.8470795944
MOFs,null,null,null,null,4,null,null,null,null,null,Hydrogen storage,null,null,pubmed_11857648,,,0.2148350556
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11809490,,,0.7203691038
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11840547,,,0.8615251395
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11811299,,,0.407649003
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904692,,,0.9112732953
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11871976,,,0.6288606788
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11858966,,,0.7371174863
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11880143,,,0.4190160648
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11850627,,,0.660005938
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11861154,,,0.7196877142
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11833290,,,0.2458370226
UiO-66,Zr(IV),null,cubic,Im-3m,null,null,null,Two-step process involving surface functionalization with cat-CTA followed by polymerization using RAFT method,null,null,"Formation of self-assembled MOF monolayers (SAMMs) for free-standing films, applications in ion nanochannels and energy harvesting",pcu,null,pubmed_11869284,,,0.4636668717
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11893803,,,0.3501109993
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902097,,,0.593690427
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11897286,,,0.3756312081
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11886736,,,0.5077684151
SU-101,Bismuth (Bi),Ellagic acid,null,null,null,null,null,Solvent-based synthesis with activation at 60 °C followed by activation under vacuum at 150 °C,Moderate thermal stability up to 280 °C,Stable in various chemical environments; selective conversion of H₂S to polysulfides,"H₂S detection, environmental monitoring, molecular sensing",null,Highly selective H₂S detection; forms polysulfides upon exposure; increased fluorescence intensity due to blocked LMCT process,pubmed_11853078,,,0.7835681899
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858853,,,0.8245648914
CU CAM-1,Cu(I),"pyrazine, benzene-1,3,5-tricarboxylate",triclinic,null,null,null,null,hydrothermal synthesis,null,"stable in non-polar solvents, reacts in polar solvents with halides","halide detection, structural transformation study",diamondoid topology,null,pubmed_11863367,,,0.302053934
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901251,,,0.5798213496
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901848,,,0.5895461971
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901611,,,0.9306801064
hexakis(urea-O)iron(III) dichromate,Fe III,urea,trigonal,R3̅c,null,null,null,precipitation method from aqueous solution of iron nitrate and urea mixed with sodium dichromate,"stable at room temperature, decomposes above 110 °C","selective oxidant for sulfur-containing compounds, stable in dark for over a month","potential catalyst for CO₂ hydrogenation, selective oxidation agent, potential use in solid oxide fuel cells",null,"selective oxidation of organic compounds, catalytic activity in CO₂ hydrogenation",pubmed_11863387,,,0.3281781571
Zn/Ni-MCM-41,"Zn²⁺, Ni²⁺",null,hexagonal,null,722.86,0.74,2.77,surfactant-assisted precipitation method,null,null,photocatalytic degradation of tetracycline,null,enhanced visible light absorption and improved charge carrier separation,pubmed_11833085,,,0.5031826524
ZIF-8,Zn²⁺,imidazolate,null,null,null,null,null,hydrothermal synthesis,null,null,"drug delivery, photodynamic therapy (PDT)",null,"biodegradable, high surface area",pubmed_11858586,,,0.0692241983
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11886958,,,0.0457214317
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11849338,,,0.6741856341
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901276,,,0.0641385186
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11808566,,,0.1018323405
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11898898,,,0.6698151862
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11861157,,,0.5023516568
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11886619,,,0.6213115479
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11901959,,,0.8434071522
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11849835,,,0.8756025201
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904686,,,0.7245226661
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11902801,,,0.0320389513
ZIF-7@PANI,Zinc (Zn²⁺),Benzimidazole,null,R-3,null,null,null,PEG-templated synthesis at room temperature,null,null,Heavy metal ion detection in water samples,pcu,"High surface area, conductivity from PANI, effective adsorption of heavy metals",pubmed_11902615,,,0.5799832884
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11897405,,,0.1260821722
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11837437,,,0.9267794592
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11871330,,,0.4473982889
tb-btc,terbium (Tb³+),"benzene-1,3,5-tricarboxylic acid",null,null,null,null,null,"synthesized using benzene-1,3,5-tricarboxylic acid (H3BTC) as the organic linker",null,null,color converters for optical wireless communication,null,efficient energy transfer leading to reduced photoluminescence lifetime and increased bandwidth,pubmed_11869274,,,0.23407195
UiO-66-NH2,Zr,NH2-BDC,null,null,671,0.25,null,solvothermal,null,null,gas separation (CO2/N2 and CO2/CH4),pcu,high microporosity,pubmed_11858266,,,0.4965238844
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11858635,,,0.8923871301
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11885448,,,0.8943539034
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11889803,,,0.4325745841
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11912484,,,0.4826972438
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11827613,,,0.1553918824
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11843534,,,0.7940852011
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11865690,,,0.7917156429
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11900508,,,0.9668126607
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11877424,,,0.2613730771
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11904675,,,0.2353199208
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11891572,,,0.9479728923
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11873925,,,0.4631936774
UiO-66,Zr,"1,4-benzenedicarboxylic acid",null,null,null,null,null,null,null,High stability in water,Oil/water separation,null,"Hydrophilicity, high stability in water, high water adsorption capacity, high roughness, functionalizable",pubmed_11886428,,,0.8633368181
null,null,null,null,null,null,null,null,null,null,null,null,null,null,pubmed_11853684,,,0.8533106449
failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,failed,pubmed_11853510,,,0.9724341144
